# redshift    SN_Ia    SN_II    SN_Ibc
1.389224068097439091e-01 2.429659984520794180e-01 5.299238010835443102e-01 2.271102004643761607e-01
1.388352343338624673e-01 2.429707849304222067e-01 5.299204505487044026e-01 2.271087645208733075e-01
1.387480721807813622e-01 2.429755703964311120e-01 5.299171007224982022e-01 2.271073288810706581e-01
1.386609203476298624e-01 2.429803548435469085e-01 5.299137516095170364e-01 2.271058935469358886e-01
1.385737788315375418e-01 2.429851382706848806e-01 5.299104032105205198e-01 2.271044585187945164e-01
1.384866476296344184e-01 2.429899206792120736e-01 5.299070555245515290e-01 2.271030237962363696e-01
1.383995267390507877e-01 2.429947020714143258e-01 5.299037085500100108e-01 2.271015893785757189e-01
1.383124178814736371e-01 2.429994824628637362e-01 5.299003622759953513e-01 2.271001552611408569e-01
1.382253193967437344e-01 2.430042618511970010e-01 5.298970167041621160e-01 2.270987214446409108e-01
1.381382312162600934e-01 2.430090402386388404e-01 5.298936718329527729e-01 2.270972879284083312e-01
1.380511533371543420e-01 2.430138176135150652e-01 5.298903276705394516e-01 2.270958547159454832e-01
1.379640857565585799e-01 2.430185939707867337e-01 5.298869842204492198e-01 2.270944218087639632e-01
1.378770284716051842e-01 2.430233693103606429e-01 5.298836414827475805e-01 2.270929892068918043e-01
1.377899814794270594e-01 2.430281436341016899e-01 5.298802994561286894e-01 2.270915569097694542e-01
1.377029451862454568e-01 2.430329169472107975e-01 5.298769581369524584e-01 2.270901249158367718e-01
1.376159205733701041e-01 2.430376892611092465e-01 5.298736175172235052e-01 2.270886932216672205e-01
1.375289062462023981e-01 2.430424605746759892e-01 5.298702775977267576e-01 2.270872618275971977e-01
1.374419022018764369e-01 2.430472308870753051e-01 5.298669383790473031e-01 2.270858307338774196e-01
1.373549084375267071e-01 2.430520001877380099e-01 5.298635998685833348e-01 2.270843999436785998e-01
1.372679249502881671e-01 2.430567684729879330e-01 5.298602620689083498e-01 2.270829694581036062e-01
1.371809517372960252e-01 2.430615357433165147e-01 5.298569249796784009e-01 2.270815392770050289e-01
1.370939887956860725e-01 2.430663020007367003e-01 5.298535885994842820e-01 2.270801093997789899e-01
1.370070371002470311e-01 2.430710672544269257e-01 5.298502529219011326e-01 2.270786798236719140e-01
1.369200965072114862e-01 2.430758315095743194e-01 5.298469179432979681e-01 2.270772505471276848e-01
1.368331661784970565e-01 2.430805947675682421e-01 5.298435836627021223e-01 2.270758215697294968e-01
1.367462461112407268e-01 2.430853570229593585e-01 5.298402500839283213e-01 2.270743928931121536e-01
1.366593363025798147e-01 2.430901182674827243e-01 5.298369172127620486e-01 2.270729645197551716e-01
1.365724367496521374e-01 2.430948784989823697e-01 5.298335850507123190e-01 2.270715364503052835e-01
1.364855474495956789e-01 2.430996377185140056e-01 5.298302535970401683e-01 2.270701086844457983e-01
1.363986683995490334e-01 2.431043959283062106e-01 5.298269228501856221e-01 2.270686812215081118e-01
1.363118012365052145e-01 2.431091531419445895e-01 5.298235928006387319e-01 2.270672540574166232e-01
1.362249445043319240e-01 2.431139093575530041e-01 5.298202634497128916e-01 2.270658271927341043e-01
1.361380980151140341e-01 2.431186645793317336e-01 5.298169347944677865e-01 2.270644006262004799e-01
1.360512617659913603e-01 2.431234187963904336e-01 5.298136068425266521e-01 2.270629743610828588e-01
1.359644357541040793e-01 2.431281720031443772e-01 5.298102795977989166e-01 2.270615483990566785e-01
1.358776199765927561e-01 2.431329241992120915e-01 5.298069530605514776e-01 2.270601227402363753e-01
1.357908144305983444e-01 2.431376753863216944e-01 5.298036272295747473e-01 2.270586973841034750e-01
1.357040196719161151e-01 2.431424255707109738e-01 5.298003021005023294e-01 2.270572723287866967e-01
1.356172364173111045e-01 2.431471747610941259e-01 5.297969776672341036e-01 2.270558475716717428e-01
1.355304633871743658e-01 2.431519229564055862e-01 5.297936539305160286e-01 2.270544231130783019e-01
1.354437005786480741e-01 2.431566701566784672e-01 5.297903308903250119e-01 2.270529989529964376e-01
1.353569479888749594e-01 2.431614163518052985e-01 5.297870085537362828e-01 2.270515750944583910e-01
1.352702056149979737e-01 2.431661615384653752e-01 5.297836869230742041e-01 2.270501515384603652e-01
1.351834734541605687e-01 2.431709057173418176e-01 5.297803659978607138e-01 2.270487282847974408e-01
1.350967515035065292e-01 2.431756488905811864e-01 5.297770457765931251e-01 2.270473053328256330e-01
1.350100411559786717e-01 2.431803910701518245e-01 5.297737262508936951e-01 2.270458826789544526e-01
1.349233414660634400e-01 2.431851322554791917e-01 5.297704074211645464e-01 2.270444603233562342e-01
1.348366519792894846e-01 2.431898724498871012e-01 5.297670892850789848e-01 2.270430382650338585e-01
1.347499726928018116e-01 2.431946116458731932e-01 5.297637718478886981e-01 2.270416165062380254e-01
1.346633036037460096e-01 2.431993498367935047e-01 5.297604551142445217e-01 2.270401950489619458e-01
1.345766447092678897e-01 2.432040870216084227e-01 5.297571390848740958e-01 2.270387738935174538e-01
1.344899960065136790e-01 2.432088232018365381e-01 5.297538237587143817e-01 2.270373530394490247e-01
1.344033579594926253e-01 2.432135583830393744e-01 5.297505091318723824e-01 2.270359324850881877e-01
1.343167314910369003e-01 2.432182925751343039e-01 5.297471951974059845e-01 2.270345122274597116e-01
1.342301152072686576e-01 2.432230257743579760e-01 5.297438819579494140e-01 2.270330922676926100e-01
1.341435091053354567e-01 2.432277579835079029e-01 5.297405694115444597e-01 2.270316726049476097e-01
1.340569131823851901e-01 2.432324891922091614e-01 5.297372575654535343e-01 2.270302532423372210e-01
1.339703274355661944e-01 2.432372193968614094e-01 5.297339464221969552e-01 2.270288341809415800e-01
1.338837518620271949e-01 2.432419485981799356e-01 5.297306359812740117e-01 2.270274154205459971e-01
1.337971864589172777e-01 2.432466767983490763e-01 5.297273262411555939e-01 2.270259969604952466e-01
1.337106327019637608e-01 2.432514040099333086e-01 5.297240171930466257e-01 2.270245787970200102e-01
1.336240895025522790e-01 2.432561302316319507e-01 5.297207088378576012e-01 2.270231609305103926e-01
1.335375564665399473e-01 2.432608554649933474e-01 5.297174011745046096e-01 2.270217433605019874e-01
1.334510335910772116e-01 2.432655797040387535e-01 5.297140942071728587e-01 2.270203260887883601e-01
1.333645208733147680e-01 2.432703029422432772e-01 5.297107879404296948e-01 2.270189091173270002e-01
1.332780183104038119e-01 2.432750251787207108e-01 5.297074823748955108e-01 2.270174924463837784e-01
1.331915258994958717e-01 2.432797464151020272e-01 5.297041775094285532e-01 2.270160760754693918e-01
1.331050443393265725e-01 2.432844666587276328e-01 5.297008733388905988e-01 2.270146600023817129e-01
1.330185741057202664e-01 2.432891859170931426e-01 5.296975698580347336e-01 2.270132442248720406e-01
1.329321140170927618e-01 2.432939041873513064e-01 5.296942670688540300e-01 2.270118287437946081e-01
1.328456640705968639e-01 2.432986214689137061e-01 5.296909649717603807e-01 2.270104135593258854e-01
1.327592242633858777e-01 2.433033377539114972e-01 5.296876635722618243e-01 2.270089986738265120e-01
1.326727945926133301e-01 2.433080530393506857e-01 5.296843628724544617e-01 2.270075840881947971e-01
1.325863750554331921e-01 2.433127673261161195e-01 5.296810628717186775e-01 2.270061698021651475e-01
1.324999656489997402e-01 2.433174806165122606e-01 5.296777635684414287e-01 2.270047558150463107e-01
1.324135682579654638e-01 2.433221929259364869e-01 5.296744649518444481e-01 2.270033421222190373e-01
1.323271809982841662e-01 2.433269042487694600e-01 5.296711670258613669e-01 2.270019287253691453e-01
1.322408038623320570e-01 2.433316145873110903e-01 5.296678697888821397e-01 2.270005156238066590e-01
1.321544368472647724e-01 2.433363239329839611e-01 5.296645732469111856e-01 2.269991028201047978e-01
1.320680799502383096e-01 2.433410322812088467e-01 5.296612774031537185e-01 2.269976903156373238e-01
1.319817331684091100e-01 2.433457396321862531e-01 5.296579822574695173e-01 2.269962781103440908e-01
1.318953964989339755e-01 2.433504459879788084e-01 5.296546878084147369e-01 2.269948662036063436e-01
1.318090712010934751e-01 2.433551513597405069e-01 5.296513940481816229e-01 2.269934545920778424e-01
1.317227566520172144e-01 2.433598557489084768e-01 5.296481009757639802e-01 2.269920432753274320e-01
1.316364522082830446e-01 2.433645591549562504e-01 5.296448085915306248e-01 2.269906322535131249e-01
1.315501578670491278e-01 2.433692615722876929e-01 5.296415168993986455e-01 2.269892215283136894e-01
1.314638736254738760e-01 2.433739629960304240e-01 5.296382259027786477e-01 2.269878111011908728e-01
1.313775994807162006e-01 2.433786634246804803e-01 5.296349356027235666e-01 2.269864009725958420e-01
1.312913354299353186e-01 2.433833628597038001e-01 5.296316459982073344e-01 2.269849911420888655e-01
1.312050821775223863e-01 2.433880613083445610e-01 5.296283570841587851e-01 2.269835816074966262e-01
1.311188402208072479e-01 2.433927587782989954e-01 5.296250688551906727e-01 2.269821723665102764e-01
1.310326083510626183e-01 2.433974552666748892e-01 5.296217813133274888e-01 2.269807634199975110e-01
1.309463865654490189e-01 2.434021507705223242e-01 5.296184944606343592e-01 2.269793547688432889e-01
1.308601748611274429e-01 2.434068452835339014e-01 5.296152083015263079e-01 2.269779464149398462e-01
1.307739732352591056e-01 2.434115388035439642e-01 5.296119228375192334e-01 2.269765383589368024e-01
1.306877816850057494e-01 2.434162313314905957e-01 5.296086380679565497e-01 2.269751306005527991e-01
1.306016004302823497e-01 2.434209228712367612e-01 5.296053539901341978e-01 2.269737231386289578e-01
1.305154309477817021e-01 2.434256134359783774e-01 5.296020705948151219e-01 2.269723159692064729e-01
1.304292715338954689e-01 2.434303030208133656e-01 5.295987878854305775e-01 2.269709090937559737e-01
1.303431221857865308e-01 2.434349916260589164e-01 5.295955058617586309e-01 2.269695025121822862e-01
1.302569829006182678e-01 2.434396792419967759e-01 5.295922245306021736e-01 2.269680962274009395e-01
1.301708536755544487e-01 2.434443658669617760e-01 5.295889438931267179e-01 2.269666902399114505e-01
1.300847345077592032e-01 2.434490515014839929e-01 5.295856639489611162e-01 2.269652845495547799e-01
1.299986253943969383e-01 2.434537361477806805e-01 5.295823846965534987e-01 2.269638791556657931e-01
1.299125280766801060e-01 2.434584198203250116e-01 5.295791061257724142e-01 2.269624740539024910e-01
1.298264410006182701e-01 2.434631025154341266e-01 5.295758282391960226e-01 2.269610692453697398e-01
1.297403639719954815e-01 2.434677842344148135e-01 5.295725510359096111e-01 2.269596647296755476e-01
1.296542969879775076e-01 2.434724649666948071e-01 5.295692745233135934e-01 2.269582605099915440e-01
1.295682400457305039e-01 2.434771447097916763e-01 5.295659987031458016e-01 2.269568565870624943e-01
1.294821931424210426e-01 2.434818234642055490e-01 5.295627235750560713e-01 2.269554529607383242e-01
1.293961562752161121e-01 2.434865012320362454e-01 5.295594491375745783e-01 2.269540496303891208e-01
1.293101308518532500e-01 2.434911780254765956e-01 5.295561753821663720e-01 2.269526465923570047e-01
1.292241159956791785e-01 2.434958538446728160e-01 5.295529023087289788e-01 2.269512438465981496e-01
1.291381111686212280e-01 2.435005286895533250e-01 5.295496299173126920e-01 2.269498413931340108e-01
1.290521163678476357e-01 2.435052025517505381e-01 5.295463582137746039e-01 2.269484392344748303e-01
1.289661315905269445e-01 2.435098754262905174e-01 5.295430872015965962e-01 2.269470373721128309e-01
1.288801568338282244e-01 2.435145473142223682e-01 5.295398168800442562e-01 2.269456358057332646e-01
1.287941920949208507e-01 2.435192182172218056e-01 5.295365472479447444e-01 2.269442345348334500e-01
1.287082385182634625e-01 2.435238881456980031e-01 5.295332782980113340e-01 2.269428335562905796e-01
1.286222957641375564e-01 2.435285571028724116e-01 5.295300100279892730e-01 2.269414328691382599e-01
1.285363630208202768e-01 2.435332250875719418e-01 5.295267424386995714e-01 2.269400324737284036e-01
1.284504402854822480e-01 2.435378920931356717e-01 5.295234755348049438e-01 2.269386323720592735e-01
1.283645275552945664e-01 2.435425581124863736e-01 5.295202093212595384e-01 2.269372325662540879e-01
1.282786248274285501e-01 2.435472231473066462e-01 5.295169437968852977e-01 2.269358330558080006e-01
1.281927320990561558e-01 2.435518871990396961e-01 5.295136789606722516e-01 2.269344338402881078e-01
1.281068503214840282e-01 2.435565502766731949e-01 5.295104148063286553e-01 2.269330349169980110e-01
1.280209795516638605e-01 2.435612123856443767e-01 5.295071513300488864e-01 2.269316362843066814e-01
1.279351187743601459e-01 2.435658735240614492e-01 5.295038885331569967e-01 2.269302379427815541e-01
1.278492679867460069e-01 2.435705336866250958e-01 5.295006264193624634e-01 2.269288398940124685e-01
1.277634271859948989e-01 2.435751928654160403e-01 5.294973649942087413e-01 2.269274421403751629e-01
1.276775963692807769e-01 2.435798510605231282e-01 5.294941042576337686e-01 2.269260446818430477e-01
1.275917755337778181e-01 2.435845082744185486e-01 5.294908442079069300e-01 2.269246475176744104e-01
1.275059655076990206e-01 2.435891645152270801e-01 5.294875848393409967e-01 2.269232506454318676e-01
1.274201666045390868e-01 2.435938197898210866e-01 5.294843261471251505e-01 2.269218540630536518e-01
1.273343776756189205e-01 2.435984740956902983e-01 5.294810681330167634e-01 2.269204577712929105e-01
1.272485987181139755e-01 2.436031274286361847e-01 5.294778107999545957e-01 2.269190617714091363e-01
1.271628297292002607e-01 2.436077797799308942e-01 5.294745541540483158e-01 2.269176660660207345e-01
1.270770707060540350e-01 2.436124311485419192e-01 5.294712981960205678e-01 2.269162706554374020e-01
1.269913216458519734e-01 2.436170815379063437e-01 5.294680429234654984e-01 2.269148755386280747e-01
1.269055833237029418e-01 2.436217309557771882e-01 5.294647883309558933e-01 2.269134807132668352e-01
1.268198561696548265e-01 2.436263794097077440e-01 5.294615344132045376e-01 2.269120861770876629e-01
1.267341389715850863e-01 2.436310268969507919e-01 5.294582811721343374e-01 2.269106919309147319e-01
1.266484317266717285e-01 2.436356734136339020e-01 5.294550286104562353e-01 2.269092979759098072e-01
1.265627344320930381e-01 2.436403189506231304e-01 5.294517767345637838e-01 2.269079043148130581e-01
1.264770470850277717e-01 2.436449635060324581e-01 5.294485255457772599e-01 2.269065109481902542e-01
1.263913696826549915e-01 2.436496070841996375e-01 5.294452750410602038e-01 2.269051178747401032e-01
1.263057030169005279e-01 2.436542496929959556e-01 5.294420252149028006e-01 2.269037250921011883e-01
1.262200474945127104e-01 2.436588913398767542e-01 5.294387760620862249e-01 2.269023325980369654e-01
1.261344019098573355e-01 2.436635320221444134e-01 5.294355275844988551e-01 2.269009403933566760e-01
1.260487662601147141e-01 2.436681717358196442e-01 5.294322797849262408e-01 2.268995484792540873e-01
1.259631405424656569e-01 2.436728104715512044e-01 5.294290326699141458e-01 2.268981568585346220e-01
1.258775247540912801e-01 2.436774482272735798e-01 5.294257862409085247e-01 2.268967655318179233e-01
1.257919188921731712e-01 2.436820850074895295e-01 5.294225404947572322e-01 2.268953744977531273e-01
1.257063238353063328e-01 2.436867208210402036e-01 5.294192954252717742e-01 2.268939837536879112e-01
1.256207398272242981e-01 2.436913556745039788e-01 5.294160510278471676e-01 2.268925932976487980e-01
1.255351657386439834e-01 2.436959895655196329e-01 5.294128073041362015e-01 2.268912031303441101e-01
1.254496015667482534e-01 2.437006224894544548e-01 5.294095642573818372e-01 2.268898132531636525e-01
1.253640473087202500e-01 2.437052544371669238e-01 5.294063218939830673e-01 2.268884236688498979e-01
1.252785029617436430e-01 2.437098854068338594e-01 5.294030802152163151e-01 2.268870343779498533e-01
1.251929685230023237e-01 2.437145154024165095e-01 5.293998392183083546e-01 2.268856453792750250e-01
1.251074450275447281e-01 2.437191444345714053e-01 5.293965988957999302e-01 2.268842566696285534e-01
1.250219324165106338e-01 2.437237725082219975e-01 5.293933592442445768e-01 2.268828682475333980e-01
1.249364297067629831e-01 2.437283996216297877e-01 5.293901202648590987e-01 2.268814801135110581e-01
1.248509368954870552e-01 2.437330257689622470e-01 5.293868819617263410e-01 2.268800922693113009e-01
1.247654539798684764e-01 2.437376509416326886e-01 5.293836443408570513e-01 2.268787047175101768e-01
1.246799809570932061e-01 2.437422751382934683e-01 5.293804074031944751e-01 2.268773174585119456e-01
1.245945178243476614e-01 2.437468983625297181e-01 5.293771711462291751e-01 2.268759304912410790e-01
1.245090658428491537e-01 2.437515206270845503e-01 5.293739355610407316e-01 2.268745438118746072e-01
1.244236245117020800e-01 2.437561419345237457e-01 5.293707006458333586e-01 2.268731574196428680e-01
1.243381930636414806e-01 2.437607622840173571e-01 5.293674664011878139e-01 2.268717713147948012e-01
1.242527714958550911e-01 2.437653816679867524e-01 5.293642328324091872e-01 2.268703854996039493e-01
1.241673598055309108e-01 2.437700000787449417e-01 5.293609999448785075e-01 2.268689999763764953e-01
1.240819579898573971e-01 2.437746175155411088e-01 5.293577677391212433e-01 2.268676147453376757e-01
1.239965660460233127e-01 2.437792339818208587e-01 5.293545362127253240e-01 2.268662298054537341e-01
1.239111855310622845e-01 2.437838494927221378e-01 5.293513053550944480e-01 2.268648451521833587e-01
1.238258153627380120e-01 2.437884640475794507e-01 5.293480751666943540e-01 2.268634607857261398e-01
1.237404550593156072e-01 2.437930776468315575e-01 5.293448456472178432e-01 2.268620767059505161e-01
1.236551046179851371e-01 2.437976902806071877e-01 5.293416168035749436e-01 2.268606929158178409e-01
1.235697640359371546e-01 2.438023019424641613e-01 5.293383886402750482e-01 2.268593094172607350e-01
1.234844333103624903e-01 2.438069126323842151e-01 5.293351611573310356e-01 2.268579262102847216e-01
1.233991124384523214e-01 2.438115223538950271e-01 5.293319343522734366e-01 2.268565432938314808e-01
1.233138033426354890e-01 2.438161311249635865e-01 5.293287082125254228e-01 2.268551606625109074e-01
1.232285042201664849e-01 2.438207389408878489e-01 5.293254827413784724e-01 2.268537783177336231e-01
1.231432149444300489e-01 2.438253458035725130e-01 5.293222579374992076e-01 2.268523962589282239e-01
1.230579355126187185e-01 2.438299517003749417e-01 5.293190338097375491e-01 2.268510144898875092e-01
1.229726659219253226e-01 2.438345566264419062e-01 5.293158103614905574e-01 2.268496330120673976e-01
1.228874061695432035e-01 2.438391605826234487e-01 5.293125875921635970e-01 2.268482518252129543e-01
1.228021565534972437e-01 2.438437635747176258e-01 5.293093654976976925e-01 2.268468709275847095e-01
1.227169185286285935e-01 2.438483656184718129e-01 5.293061440670696616e-01 2.268454903144584422e-01
1.226316903351439697e-01 2.438529667090278130e-01 5.293029233036805614e-01 2.268441099872916533e-01
1.225464719702379357e-01 2.438575668464132429e-01 5.292997032075107411e-01 2.268427299460760160e-01
1.224612634311053744e-01 2.438621660182275219e-01 5.292964837872407013e-01 2.268413501945317212e-01
1.223760647149416542e-01 2.438667642211683473e-01 5.292932650451821486e-01 2.268399707336494764e-01
1.222908758189424488e-01 2.438713614565685417e-01 5.292900469804020513e-01 2.268385915630294347e-01
1.222056975352270591e-01 2.438759577337973605e-01 5.292868295863418782e-01 2.268372126798607891e-01
1.221205303407095766e-01 2.438805530632013052e-01 5.292836128557589781e-01 2.268358340810395779e-01
1.220353729594350345e-01 2.438851474419593268e-01 5.292803967906284379e-01 2.268344557674121797e-01
1.219502253886003418e-01 2.438897408662659694e-01 5.292771813936137937e-01 2.268330777401202092e-01
1.218650876254029208e-01 2.438943333256532175e-01 5.292739666720427394e-01 2.268317000023040153e-01
1.217799596670404716e-01 2.438989248184207648e-01 5.292707526271054341e-01 2.268303225544737456e-01
1.216948415107110687e-01 2.439035153462145444e-01 5.292675392576497995e-01 2.268289453961356283e-01
1.216097345120136647e-01 2.439081049225190478e-01 5.292643265542366082e-01 2.268275685232442884e-01
1.215246380311543473e-01 2.439126935513421246e-01 5.292611145140604378e-01 2.268261919345973543e-01
1.214395513454120806e-01 2.439172812321545869e-01 5.292579031374917697e-01 2.268248156303536156e-01
1.213544744519863133e-01 2.439218679567590753e-01 5.292546924302685696e-01 2.268234396129722719e-01
1.212694073480767853e-01 2.439264537169728297e-01 5.292514823981189220e-01 2.268220638849081372e-01
1.211843500308836669e-01 2.439310385127855252e-01 5.292482730410500436e-01 2.268206884461643202e-01
1.210993024976074056e-01 2.439356223462311735e-01 5.292450643576380731e-01 2.268193132961306147e-01
1.210142667366440189e-01 2.439402052355324202e-01 5.292418563351273253e-01 2.268179384293402823e-01
1.209292408528461898e-01 2.439447871774539089e-01 5.292386489757822110e-01 2.268165638467637968e-01
1.208442247460549540e-01 2.439493681740422248e-01 5.292354422781704315e-01 2.268151895477873159e-01
1.207592184134720636e-01 2.439539482121639846e-01 5.292322362514851886e-01 2.268138155363507991e-01
1.206742218522997706e-01 2.439585272864616683e-01 5.292290308994767045e-01 2.268124418140614607e-01
1.205892350597405488e-01 2.439631053985185649e-01 5.292258262210369768e-01 2.268110683804444305e-01
1.205042586274561456e-01 2.439676825547610339e-01 5.292226222116672707e-01 2.268096952335716954e-01
1.204192934625122474e-01 2.439722587682113253e-01 5.292194188622519890e-01 2.268083223695365747e-01
1.203343380592758610e-01 2.439768340366163246e-01 5.292162161743685367e-01 2.268069497890151109e-01
1.202493924149507926e-01 2.439814083578139836e-01 5.292130141495301476e-01 2.268055774926557855e-01
1.201644565267412507e-01 2.439859817203437475e-01 5.292098127957592935e-01 2.268042054838968480e-01
1.200795303918517909e-01 2.439905541212438189e-01 5.292066121151293157e-01 2.268028337636268377e-01
1.199946140074874407e-01 2.439951255625915638e-01 5.292034121061858221e-01 2.268014623312225031e-01
1.199097087263235051e-01 2.439996960561777173e-01 5.292002127606756368e-01 2.268000911831467015e-01
1.198248139436196846e-01 2.440042656071776672e-01 5.291970140749755469e-01 2.267987203178466749e-01
1.197399289045409515e-01 2.440088342159558166e-01 5.291938160488308673e-01 2.267973497352132328e-01
1.196550536062935682e-01 2.440134018744112843e-01 5.291906186879120622e-01 2.267959794376765981e-01
1.195701880460841166e-01 2.440179685742039639e-01 5.291874219980571281e-01 2.267946094277387969e-01
1.194853322211195945e-01 2.440225343148624271e-01 5.291842259795962455e-01 2.267932397055412719e-01
1.194004861964968744e-01 2.440270990992509659e-01 5.291810306305242406e-01 2.267918702702246825e-01
1.193156519513607350e-01 2.440316629437629115e-01 5.291778359393659592e-01 2.267905011168711293e-01
1.192308274345742908e-01 2.440362258460818945e-01 5.291746419077426600e-01 2.267891322461754178e-01
1.191460126433457750e-01 2.440407878085480708e-01 5.291714485340163199e-01 2.267877636574355538e-01
1.190612075748838788e-01 2.440453488174037233e-01 5.291682558278173465e-01 2.267863953547788747e-01
1.189764122263975848e-01 2.440499088676179595e-01 5.291650637926673673e-01 2.267850273397145899e-01
1.188916265950963336e-01 2.440544679613337598e-01 5.291618724270663598e-01 2.267836596115998526e-01
1.188068516350766629e-01 2.440590261076264755e-01 5.291586817246614061e-01 2.267822921677120351e-01
1.187220875576858597e-01 2.440635833138236899e-01 5.291554916803233866e-01 2.267809250058528681e-01
1.186373331905903744e-01 2.440681395810029297e-01 5.291523022932979048e-01 2.267795581256991100e-01
1.185525885310009520e-01 2.440726949042815452e-01 5.291491135670028934e-01 2.267781915287155337e-01
1.184678535761286150e-01 2.440772492736512922e-01 5.291459255084440816e-01 2.267768252179045985e-01
1.183831283231848441e-01 2.440818026869513713e-01 5.291427381191340373e-01 2.267754591939145914e-01
1.182984127693813975e-01 2.440863551468289150e-01 5.291395513972197984e-01 2.267740934559513422e-01
1.182137088268139513e-01 2.440909066689912199e-01 5.291363653317060489e-01 2.267727279993026201e-01
1.181290148010230023e-01 2.440954572511126186e-01 5.291331799242211531e-01 2.267713628246662005e-01
1.180443304674883703e-01 2.441000068972616621e-01 5.291299951719168337e-01 2.267699979308215041e-01
1.179596558234230763e-01 2.441045555950211721e-01 5.291268110834851379e-01 2.267686333214936345e-01
1.178749908660406548e-01 2.441091033383326891e-01 5.291236276631671176e-01 2.267672689985001933e-01
1.177903355925549178e-01 2.441136501282458460e-01 5.291204449102279161e-01 2.267659049615262379e-01
1.177056907952002685e-01 2.441181959730732431e-01 5.291172628188486327e-01 2.267645412080780132e-01
1.176210570279425799e-01 2.441227408814871658e-01 5.291140813829589007e-01 2.267631777355538225e-01
1.175364329377022871e-01 2.441272848530830486e-01 5.291109006028418271e-01 2.267618145440750688e-01
1.174518185216944371e-01 2.441318278856123847e-01 5.291077204800712641e-01 2.267604516343162679e-01
1.173672137771345769e-01 2.441363699681967925e-01 5.291045410222622314e-01 2.267590890095409484e-01
1.172826187012385168e-01 2.441409110978428054e-01 5.291013622315100529e-01 2.267577266706471695e-01
1.171980332912224976e-01 2.441454512776040364e-01 5.290981841056771051e-01 2.267563646167187752e-01
1.171134594249510497e-01 2.441499905229608247e-01 5.290950066339273894e-01 2.267550028431117304e-01
1.170288954953019739e-01 2.441545288306214700e-01 5.290918298185649515e-01 2.267536413508135507e-01
1.169443412246592290e-01 2.441590662058432115e-01 5.290886536559096243e-01 2.267522801382469977e-01
1.168597966102403601e-01 2.441636026367098311e-01 5.290854781543030683e-01 2.267509192089870451e-01
1.167752616492631762e-01 2.441681381168225862e-01 5.290823033182241453e-01 2.267495585649532130e-01
1.166907363389459995e-01 2.441726726467637332e-01 5.290791291472654034e-01 2.267481982059708912e-01
1.166062215459532786e-01 2.441772062357653594e-01 5.290759556349642345e-01 2.267468381292703783e-01
1.165217176942495714e-01 2.441817388918522957e-01 5.290727827757033541e-01 2.267454783324442946e-01
1.164372234863368105e-01 2.441862706134337591e-01 5.290696105705963159e-01 2.267441188159698418e-01
1.163527389194345951e-01 2.441908013992108162e-01 5.290664390205523926e-01 2.267427595802367635e-01
1.162682639907628018e-01 2.441953312385163888e-01 5.290632681330385001e-01 2.267414006284450834e-01
1.161837986975417930e-01 2.441998601284559034e-01 5.290600979100809065e-01 2.267400419614632456e-01
1.160993430369921808e-01 2.442043880719846072e-01 5.290569283496107111e-01 2.267386835784045984e-01
1.160148990888099363e-01 2.442089150862234437e-01 5.290537594396435006e-01 2.267373254741329447e-01
1.159304648610492705e-01 2.442134411658818671e-01 5.290505911838826458e-01 2.267359676502354315e-01
1.158460402590966720e-01 2.442179663158025871e-01 5.290474235789380808e-01 2.267346101052591933e-01
1.157616252801739881e-01 2.442224905237737609e-01 5.290442566333583008e-01 2.267332528428678551e-01
1.156772199215035518e-01 2.442270137841421607e-01 5.290410903511004737e-01 2.267318958647573379e-01
1.155928241803080153e-01 2.442315360979128436e-01 5.290379247314609401e-01 2.267305391706261330e-01
1.155084392335506416e-01 2.442360574766446468e-01 5.290347597663487278e-01 2.267291827570065976e-01
1.154240649034215110e-01 2.442405779250863551e-01 5.290315954524394959e-01 2.267278266224740935e-01
1.153397001839085723e-01 2.442450974420419807e-01 5.290284317905705747e-01 2.267264707673873891e-01
1.152553450722358097e-01 2.442496160248712189e-01 5.290252687825900413e-01 2.267251151925386010e-01
1.151709995656276103e-01 2.442541336641097516e-01 5.290221064351231517e-01 2.267237599007670690e-01
1.150866636613086386e-01 2.442586503576884560e-01 5.290189447496180808e-01 2.267224048926934632e-01
1.150023376833418237e-01 2.442631661110281627e-01 5.290157837222801973e-01 2.267210501666915290e-01
1.149180231683806785e-01 2.442676809384553560e-01 5.290126233430811897e-01 2.267196957184633710e-01
1.148337182488547159e-01 2.442721948349025618e-01 5.290094636155681096e-01 2.267183415495292176e-01
1.147494229219899603e-01 2.442767078024157823e-01 5.290063045383089912e-01 2.267169876592752820e-01
1.146651371850127971e-01 2.442812198301714810e-01 5.290031461188798856e-01 2.267156340509485501e-01
1.145808610351499307e-01 2.442857309137720367e-01 5.289999883603595521e-01 2.267142807258683834e-01
1.144965944696284960e-01 2.442902410548843106e-01 5.289968312615809243e-01 2.267129276835347096e-01
1.144123392111564552e-01 2.442947502689098715e-01 5.289936748117630705e-01 2.267115749193270302e-01
1.143280940092219061e-01 2.442992585547004158e-01 5.289905190117096812e-01 2.267102224335898752e-01
1.142438583847803363e-01 2.443037659130101458e-01 5.289873638608928452e-01 2.267088702260969257e-01
1.141596323350601572e-01 2.443082723367580311e-01 5.289842093642693754e-01 2.267075182989725934e-01
1.140754158572900856e-01 2.443127778191705457e-01 5.289810555265805903e-01 2.267061666542488363e-01
