# redshift    SN_Ia    SN_II    SN_Ibc
7.279745997486143372e-01 2.004336979058058132e-01 5.596964114659359613e-01 2.398698906282582533e-01
7.277891492557797548e-01 2.004501852817282825e-01 5.596848703027901273e-01 2.398649444154815069e-01
7.276037394050332008e-01 2.004666674328068332e-01 5.596733327970351279e-01 2.398599997701579278e-01
7.274183710205601727e-01 2.004831443682970060e-01 5.596617989421920347e-01 2.398550566895108760e-01
7.272330428081856812e-01 2.004996160862582977e-01 5.596502687396190945e-01 2.398501151741224968e-01
7.270477547504256011e-01 2.005160825870893337e-01 5.596387421890374192e-01 2.398451752238731916e-01
7.268625068297975833e-01 2.005325438659605608e-01 5.596272192938276380e-01 2.398402368402118290e-01
7.266772990288234979e-01 2.005489999247007660e-01 5.596157000527094416e-01 2.398353000225897647e-01
7.264921313300278793e-01 2.005654507654243690e-01 5.596041844642029028e-01 2.398303647703726726e-01
7.263070045403628994e-01 2.005818963961737700e-01 5.595926725226783027e-01 2.398254310811478718e-01
7.261219187490494109e-01 2.005983368226016139e-01 5.595811642241788064e-01 2.398204989532194964e-01
7.259368730124331481e-01 2.006147720441132376e-01 5.595696595691206365e-01 2.398155683867660148e-01
7.257518673130488596e-01 2.006312020590817202e-01 5.595581585586427709e-01 2.398106393822754812e-01
7.255669016334342913e-01 2.006476268634699855e-01 5.595466611955709491e-01 2.398057119409589821e-01
7.253819759561302982e-01 2.006640464586737505e-01 5.595351674789282859e-01 2.398007860623978527e-01
7.251970902636812877e-01 2.006804608485125707e-01 5.595236774060411422e-01 2.397958617454462316e-01
7.250122459805400377e-01 2.006968700449199283e-01 5.595121909685560890e-01 2.397909389865240382e-01
7.248274419948989022e-01 2.007132740476249289e-01 5.595007081666625304e-01 2.397860177857125130e-01
7.246426779466819124e-01 2.007296728582414480e-01 5.594892289992309253e-01 2.397810981425275434e-01
7.244579538184432455e-01 2.007460664718472565e-01 5.594777534697068511e-01 2.397761800584458092e-01
7.242732695927404096e-01 2.007624548860505453e-01 5.594662815797646349e-01 2.397712635341848475e-01
7.240886252521337996e-01 2.007788381028129676e-01 5.594548133280309310e-01 2.397663485691561014e-01
7.239040212528289331e-01 2.007952161294987437e-01 5.594433487093507518e-01 2.397614351611503380e-01
7.237194584485118209e-01 2.008115889761658834e-01 5.594318877166838400e-01 2.397565233071502211e-01
7.235349354819035073e-01 2.008279566407715488e-01 5.594204303514598298e-01 2.397516130077685104e-01
7.233504523355744897e-01 2.008443191236939929e-01 5.594089766134141550e-01 2.397467042628917966e-01
7.231660089920997070e-01 2.008606764194206251e-01 5.593975265064055069e-01 2.397417970741738125e-01
7.229816054340549858e-01 2.008770285275232326e-01 5.593860800307337566e-01 2.397368914417430386e-01
7.227972416440209269e-01 2.008933754509282799e-01 5.593746371843500986e-01 2.397319873647214827e-01
7.226129191268557683e-01 2.009097172029883638e-01 5.593631979579081204e-01 2.397270848391034881e-01
7.224286366728152053e-01 2.009260537843215177e-01 5.593517623509749459e-01 2.397221838647035363e-01
7.222443939394483925e-01 2.009423851967478414e-01 5.593403303622764833e-01 2.397172844409756476e-01
7.220601909093452564e-01 2.009587114350107617e-01 5.593289019954924557e-01 2.397123865694967548e-01
7.218760275651000535e-01 2.009750324965535184e-01 5.593174772524124316e-01 2.397074902510339112e-01
7.216919038893085947e-01 2.009913483831415049e-01 5.593060561318009549e-01 2.397025954850575402e-01
7.215078207864105142e-01 2.010076591038272853e-01 5.592946386273208725e-01 2.396977022688518144e-01
7.213237782764154726e-01 2.010239646646743983e-01 5.592832247347279129e-01 2.396928106005976611e-01
7.211397753875803396e-01 2.010402650668770830e-01 5.592718144531859670e-01 2.396879204799368668e-01
7.209558121025125832e-01 2.010565603084918385e-01 5.592604077840557242e-01 2.396830319074524374e-01
7.207718884038224472e-01 2.010728503850728599e-01 5.592490047304490286e-01 2.396781448844781393e-01
7.205880042741217295e-01 2.010891352967771606e-01 5.592376052922559682e-01 2.396732594109668435e-01
7.204041601865545097e-01 2.011054150499775317e-01 5.592262094650156667e-01 2.396683754850067183e-01
7.202203570526012344e-01 2.011216896548863597e-01 5.592148172415795093e-01 2.396634931035340754e-01
7.200365934403872847e-01 2.011379591096815744e-01 5.592034286232228091e-01 2.396586122670955055e-01
7.198528693325366712e-01 2.011542234167004728e-01 5.591920436083095414e-01 2.396537329749898193e-01
7.196691847116755136e-01 2.011704825700951493e-01 5.591806622009333205e-01 2.396488552289714469e-01
7.194855395604334847e-01 2.011867365691911158e-01 5.591692844015662134e-01 2.396439790292426708e-01
7.193019340895679958e-01 2.012029854180069355e-01 5.591579102073951368e-01 2.396391043745978999e-01
7.191183697641715389e-01 2.012192291300880786e-01 5.591465396089383422e-01 2.396342312609735792e-01
7.189348448611867504e-01 2.012354677021520044e-01 5.591351726084935470e-01 2.396293596893543931e-01
7.187513593632539610e-01 2.012517011366701247e-01 5.591238092043309127e-01 2.396244896589989626e-01
7.185679132530158331e-01 2.012679294286335852e-01 5.591124493999564127e-01 2.396196211714099189e-01
7.183845065131194696e-01 2.012841525768484241e-01 5.591010931962060448e-01 2.396147542269454755e-01
7.182011392606331146e-01 2.013003705843767199e-01 5.590897405909361906e-01 2.396098888246869507e-01
7.180178131768286676e-01 2.013165834659856324e-01 5.590783915738100074e-01 2.396050249602043047e-01
7.178345264162007133e-01 2.013327912181465951e-01 5.590670461472972974e-01 2.396001626345559965e-01
7.176512789614060139e-01 2.013489938433339621e-01 5.590557043096662238e-01 2.395953018469998141e-01
7.174680707951051062e-01 2.013651913355563872e-01 5.590443660651104318e-01 2.395904425993330700e-01
7.172849018999605253e-01 2.013813836946651836e-01 5.590330314137342826e-01 2.395855848916004227e-01
7.171017724678383498e-01 2.013975709241523360e-01 5.590217003530932871e-01 2.395807287227542937e-01
7.169186840591801335e-01 2.014137530379154217e-01 5.590103728734591160e-01 2.395758740886253513e-01
7.167356348745562711e-01 2.014299300329424058e-01 5.589990489769403048e-01 2.395710209901172616e-01
7.165526248966407330e-01 2.014461019113448770e-01 5.589877286620584806e-01 2.395661694265965036e-01
7.163696541081103764e-01 2.014622686661385054e-01 5.589764119337030657e-01 2.395613194001584567e-01
7.161867224916441677e-01 2.014784302979894526e-01 5.589650987914073221e-01 2.395564709106031420e-01
7.160038304821788602e-01 2.014945868124060346e-01 5.589537892313156675e-01 2.395516239562781591e-01
7.158209791827417900e-01 2.015107382208016495e-01 5.589424832454388259e-01 2.395467785337594968e-01
7.156381670082900825e-01 2.015268845213362969e-01 5.589311808350645450e-01 2.395419346435991026e-01
7.154553939415151387e-01 2.015430257148725368e-01 5.589198819995891965e-01 2.395370922855382390e-01
7.152726599651089145e-01 2.015591617950445724e-01 5.589085867434687716e-01 2.395322514614866283e-01
7.150899650617680292e-01 2.015752927616719092e-01 5.588972950668296136e-01 2.395274121714984217e-01
7.149073100775604761e-01 2.015914186242499795e-01 5.588860069630249283e-01 2.395225744127249812e-01
7.147246953219398291e-01 2.016075393901926027e-01 5.588747224268650893e-01 2.395177381829421970e-01
7.145421195923491453e-01 2.016236550592794274e-01 5.588634414585044174e-01 2.395129034822161829e-01
7.143595828714957019e-01 2.016397656301678054e-01 5.588521640588824946e-01 2.395080703109496445e-01
7.141770851420889965e-01 2.016558710976139590e-01 5.588408902316701621e-01 2.395032386707157956e-01
7.139946263868420795e-01 2.016719714615407555e-01 5.588296199769214878e-01 2.394984085615377845e-01
7.138122080308001438e-01 2.016880667355266665e-01 5.588183532851312973e-01 2.394935799793420084e-01
7.136298292541126687e-01 2.017041569218710750e-01 5.588070901546902114e-01 2.394887529234386858e-01
7.134474894045927940e-01 2.017202420225571169e-01 5.587958305842100071e-01 2.394839273932328483e-01
7.132651884649640062e-01 2.017363220331282736e-01 5.587845745768101891e-01 2.394791033900615096e-01
7.130829264179530114e-01 2.017523969499231962e-01 5.587733221350537072e-01 2.394742809150230411e-01
7.129007033294069151e-01 2.017684667745158200e-01 5.587620732578388871e-01 2.394694599676452373e-01
7.127185211216295890e-01 2.017845315232744130e-01 5.587508279337077832e-01 2.394646405430176372e-01
7.125363777595129511e-01 2.018005911932667096e-01 5.587395861647131978e-01 2.394598226420199538e-01
7.123542732257951426e-01 2.018166457884257581e-01 5.587283479481019999e-01 2.394550062634722698e-01
7.121722075032155264e-01 2.018326953009388636e-01 5.587171132893428149e-01 2.394501914097183493e-01
7.119901805745182388e-01 2.018487397292334506e-01 5.587058821895365401e-01 2.394453780812299537e-01
7.118081933910507253e-01 2.018647790815699394e-01 5.586946546429010230e-01 2.394405662755290098e-01
7.116262461326966493e-01 2.018808133654365622e-01 5.586834306441943454e-01 2.394357559903690091e-01
7.114443376213108738e-01 2.018968425820206469e-01 5.586722101925855055e-01 2.394309472253937920e-01
7.112624678396476385e-01 2.019128667304023461e-01 5.586609932887183216e-01 2.394261399808793045e-01
7.110806367704641806e-01 2.019288858053684965e-01 5.586497799362419858e-01 2.394213342583894344e-01
7.108988443965200688e-01 2.019448998070640933e-01 5.586385701350551347e-01 2.394165300578807720e-01
7.107170927219097489e-01 2.019609087507195366e-01 5.586273638744962966e-01 2.394117273747841390e-01
7.105353798495677164e-01 2.019769126331176501e-01 5.586161611568175589e-01 2.394069262100646800e-01
7.103537056255947446e-01 2.019929114600254316e-01 5.586049619779821507e-01 2.394021265619923622e-01
7.101720700327622815e-01 2.020089052246111239e-01 5.585937663427721356e-01 2.393973284326166573e-01
7.099904730538428854e-01 2.020248939247473452e-01 5.585825742526768778e-01 2.393925318225758048e-01
7.098089157262469362e-01 2.020408775689518099e-01 5.585713857017337025e-01 2.393877367293144320e-01
7.096273981099486816e-01 2.020568561634503157e-01 5.585602006855846513e-01 2.393829431509648664e-01
7.094459190607297350e-01 2.020728297076693214e-01 5.585490192046315139e-01 2.393781510876992202e-01
7.092644785613745340e-01 2.020887982027213259e-01 5.585378412580950247e-01 2.393733605391835939e-01
7.090830765946699588e-01 2.021047616438024219e-01 5.585266668493382713e-01 2.393685715068592512e-01
7.089017133461322784e-01 2.021207200323928699e-01 5.585154959773249717e-01 2.393637839902821307e-01
7.087203906031677159e-01 2.021366733829592643e-01 5.585043286319284483e-01 2.393589979851122040e-01
7.085391063460552141e-01 2.021526216913002161e-01 5.584931648160897932e-01 2.393542134926099352e-01
7.083578605575933107e-01 2.021685649602346091e-01 5.584820045278356959e-01 2.393494305119296117e-01
7.081766532205828746e-01 2.021845031854815622e-01 5.584708477701628704e-01 2.393446490443555397e-01
7.079954843178279944e-01 2.022004363656628445e-01 5.584596945440359894e-01 2.393398690903011383e-01
7.078143555312664814e-01 2.022163645136922372e-01 5.584485448404153951e-01 2.393350906458923122e-01
7.076332656839033897e-01 2.022322876298198735e-01 5.584373986591260053e-01 2.393303137110540102e-01
7.074522142240406986e-01 2.022482057156198831e-01 5.584262559990660346e-01 2.393255382853140267e-01
7.072712011344932659e-01 2.022641187666213980e-01 5.584151168633649798e-01 2.393207643700135667e-01
7.070902263980790581e-01 2.022800267822029152e-01 5.584039812524579371e-01 2.393159919653391199e-01
7.069092910976182420e-01 2.022959297705391180e-01 5.583928491606225952e-01 2.393112210688382591e-01
7.067283952779377376e-01 2.023118277377682350e-01 5.583817205835621689e-01 2.393064516786695128e-01
7.065475377646702748e-01 2.023277206831126385e-01 5.583705955218211114e-01 2.393016837950661946e-01
7.063667185406448112e-01 2.023436086042912641e-01 5.583594739769961457e-01 2.392969174187126180e-01
7.061859375886931911e-01 2.023594914982903281e-01 5.583483559511966954e-01 2.392921525505128932e-01
7.060051955069281959e-01 2.023753693708600365e-01 5.583372414403978690e-01 2.392873891887419557e-01
7.058244933331522253e-01 2.023912422328460470e-01 5.583261304370077394e-01 2.392826273301461859e-01
7.056438293847662191e-01 2.024071100814566204e-01 5.583150229429802991e-01 2.392778669755629972e-01
7.054632036446121246e-01 2.024229729170770320e-01 5.583039189580460970e-01 2.392731081248768987e-01
7.052826160955356638e-01 2.024388307334243908e-01 5.582928184866028376e-01 2.392683507799726605e-01
7.051020669652316997e-01 2.024546835339055550e-01 5.582817215262659838e-01 2.392635949398282946e-01
7.049215580558739758e-01 2.024705313339824619e-01 5.582706280662121934e-01 2.392588405998052337e-01
7.047410872909457558e-01 2.024863741293270736e-01 5.582595381094710429e-01 2.392540877612018835e-01
7.045606546533026426e-01 2.025022119223831851e-01 5.582484516543317898e-01 2.392493364232850528e-01
7.043802601258044582e-01 2.025180447051387611e-01 5.582373687064028367e-01 2.392445865884583467e-01
7.041999036913120236e-01 2.025338724774750909e-01 5.582262892657673392e-01 2.392398382567574588e-01
7.040195876537637121e-01 2.025496952590356003e-01 5.582152133186750742e-01 2.392350914222893254e-01
7.038393096911600422e-01 2.025655130445636332e-01 5.582041408688054318e-01 2.392303460866309073e-01
7.036590697749580681e-01 2.025813258377887338e-01 5.581930719135478336e-01 2.392256022486633493e-01
7.034788678880309343e-01 2.025971336299048353e-01 5.581820064590665709e-01 2.392208599110285383e-01
7.032987040132551160e-01 2.026129364200361660e-01 5.581709445059745978e-01 2.392161190739891252e-01
7.031185803358146469e-01 2.026287342258197011e-01 5.581598860419261232e-01 2.392113797322540647e-01
7.029384947946931694e-01 2.026445270448729852e-01 5.581488310685888132e-01 2.392066418865380906e-01
7.027584472191535925e-01 2.026603148804903276e-01 5.581377795836567346e-01 2.392019055358529100e-01
7.025784375920823832e-01 2.026760977245423978e-01 5.581267315928202244e-01 2.391971706826372668e-01
7.023984658963697836e-01 2.026918755753363000e-01 5.581156870972645567e-01 2.391924373273990878e-01
7.022185343123557022e-01 2.027076484492334185e-01 5.581046460855365599e-01 2.391877054652299661e-01
7.020386408121652710e-01 2.027234163452255600e-01 5.580936085583420025e-01 2.391829750964322987e-01
7.018587851967997837e-01 2.027391792667820603e-01 5.580825745132524940e-01 2.391782462199653625e-01
7.016789674491600293e-01 2.027549372058185806e-01 5.580715439559269520e-01 2.391735188382544119e-01
7.014991875521492393e-01 2.027706901602517875e-01 5.580605168878237654e-01 2.391687929519244749e-01
7.013194477950521755e-01 2.027864381474258904e-01 5.580494932968018684e-01 2.391640685557722135e-01
7.011397459555319678e-01 2.028021811640760008e-01 5.580384731851467661e-01 2.391593456507771775e-01
7.009600819201438071e-01 2.028179192152852195e-01 5.580274565493003047e-01 2.391546242354144203e-01
7.007804556718013611e-01 2.028336522924030494e-01 5.580164433953178627e-01 2.391499043122790880e-01
7.006008672962995565e-01 2.028493803940582541e-01 5.580054337241591167e-01 2.391451858817824905e-01
7.004213189969040743e-01 2.028651035377715683e-01 5.579944275235598772e-01 2.391404689386685267e-01
7.002418084380854779e-01 2.028808217184900897e-01 5.579834247970568706e-01 2.391357534844529564e-01
7.000623356027687594e-01 2.028965349423760278e-01 5.579724255403367694e-01 2.391310395172871750e-01
6.998829004738816861e-01 2.029122432005144028e-01 5.579614297596399153e-01 2.391263270398456819e-01
6.997035034500419526e-01 2.029279464937833455e-01 5.579504374543516887e-01 2.391216160518649936e-01
6.995241461322504462e-01 2.029436448369616453e-01 5.579394486141268095e-01 2.391169065489114898e-01
6.993448264744553944e-01 2.029593382259876622e-01 5.579284632418085588e-01 2.391121985322036958e-01
6.991655444595955560e-01 2.029750266649748003e-01 5.579174813345175732e-01 2.391074920005075433e-01
6.989863000706132423e-01 2.029907101466754404e-01 5.579065028973271279e-01 2.391027869559973484e-01
6.988070941324047158e-01 2.030063886751242441e-01 5.578955279274130374e-01 2.390980833974627184e-01
6.986279274167672693e-01 2.030220622611369485e-01 5.578845564172041360e-01 2.390933813216589154e-01
6.984487982806095729e-01 2.030377309023627674e-01 5.578735883683459962e-01 2.390886807292911531e-01
6.982697067068844854e-01 2.030533945997631262e-01 5.578626237801658228e-01 2.390839816200710510e-01
6.980906526785476407e-01 2.030690533480878079e-01 5.578516626563385650e-01 2.390792839955736548e-01
6.979116375601108757e-01 2.030847071555208772e-01 5.578407049911353610e-01 2.390745878533437341e-01
6.977326610674694507e-01 2.031003560278470399e-01 5.578297507805070055e-01 2.390698931916458714e-01
6.975537220738551314e-01 2.031159999648101122e-01 5.578188000246329104e-01 2.390652000105569497e-01
6.973748205622338769e-01 2.031316389638386788e-01 5.578078527253128582e-01 2.390605083108483797e-01
6.971959565155753102e-01 2.031472730219703871e-01 5.577969088846207457e-01 2.390558180934088950e-01
6.970171319512237229e-01 2.031629021523750911e-01 5.577859684933373918e-01 2.390511293542874616e-01
6.968383453027126029e-01 2.031785263547093989e-01 5.577750315517033819e-01 2.390464420935871637e-01
6.966595960728387826e-01 2.031941456312112704e-01 5.577640980581520802e-01 2.390417563106365939e-01
6.964808842445823212e-01 2.032097599752613060e-01 5.577531680173170026e-01 2.390370720074215805e-01
6.963022100634211897e-01 2.032253693879483292e-01 5.577422414284360919e-01 2.390323891836154957e-01
6.961235755251463653e-01 2.032409738841917113e-01 5.577313182810658132e-01 2.390277078347424755e-01
6.959449783421917113e-01 2.032565734601440577e-01 5.577203985778991235e-01 2.390230279619567910e-01
6.957664184975483890e-01 2.032721681185084839e-01 5.577094823170440918e-01 2.390183495644474521e-01
6.955878959742101131e-01 2.032877578503914373e-01 5.576985695047259606e-01 2.390136726448825466e-01
6.954094118733477048e-01 2.033033426644116626e-01 5.576876601349117779e-01 2.390089972006765040e-01
6.952309665026238372e-01 2.033189225681971413e-01 5.576767542022619262e-01 2.390043232295408493e-01
6.950525584069441321e-01 2.033344975612715877e-01 5.576658517071098053e-01 2.389996507316184959e-01
6.948741875693128511e-01 2.033500676418480702e-01 5.576549526507063037e-01 2.389949797074455706e-01
6.946958539727385862e-01 2.033656328036524685e-01 5.576440570374432415e-01 2.389903101589042345e-01
6.945175596869684886e-01 2.033811930626843734e-01 5.576331648561209109e-01 2.389856420811946880e-01
6.943393031057425446e-01 2.033967484178135221e-01 5.576222761075304568e-01 2.389809754746559378e-01
6.941610837193481487e-01 2.034122988721731862e-01 5.576113907894787447e-01 2.389763103383480414e-01
6.939829015108038845e-01 2.034278444186358170e-01 5.576005089069548948e-01 2.389716466744092327e-01
6.938047570285608145e-01 2.034433850572052727e-01 5.575896304599562425e-01 2.389669844828384015e-01
6.936266517274199961e-01 2.034589208032103747e-01 5.575787554377527044e-01 2.389623237590368654e-01
6.934485835579317081e-01 2.034744516535635928e-01 5.575678838425054407e-01 2.389576645039309111e-01
6.932705525031260807e-01 2.034899776100425051e-01 5.575570156729702243e-01 2.389530067169872429e-01
6.930925585460357974e-01 2.035054986644891928e-01 5.575461509348574873e-01 2.389483504006532366e-01
6.929146034059545656e-01 2.035210148266947128e-01 5.575352896213137122e-01 2.389436955519915751e-01
6.927366862191823849e-01 2.035365261015677218e-01 5.575244317289025364e-01 2.389390421695296862e-01
6.925588060839641402e-01 2.035520324910710943e-01 5.575135772562501701e-01 2.389343902526786523e-01
6.923809629833438395e-01 2.035675339904428338e-01 5.575027262066899469e-01 2.389297398028671360e-01
6.922031572758278184e-01 2.035830305973712062e-01 5.574918785818401279e-01 2.389250908207886381e-01
6.920253908377220764e-01 2.035985223257025523e-01 5.574810343720082439e-01 2.389204433022892315e-01
6.918476613880805148e-01 2.036140091736224622e-01 5.574701935784641682e-01 2.389157972479132308e-01
6.916699689099575776e-01 2.036294911446854816e-01 5.574593561987201129e-01 2.389111526565943500e-01
6.914923133864114835e-01 2.036449682299493191e-01 5.574485222390355155e-01 2.389065095310152209e-01
6.913146965486755002e-01 2.036604404389140144e-01 5.574376916927601400e-01 2.389018678683257901e-01
6.911371175507399212e-01 2.036759077740672719e-01 5.574268645581528236e-01 2.388972276677797935e-01
6.909595754612836149e-01 2.036913702394523296e-01 5.574160408323833860e-01 2.388925889281643122e-01
6.907820702633746812e-01 2.037068278307549996e-01 5.574052205184714115e-01 2.388879516507734779e-01
6.906046024876723033e-01 2.037222805466256670e-01 5.573944036173620331e-01 2.388833158360122999e-01
6.904271737077120052e-01 2.037377283993402621e-01 5.573835901204617915e-01 2.388786814801979186e-01
6.902497817732303753e-01 2.037531713854114079e-01 5.573727800302119562e-01 2.388740485843765804e-01
6.900724266673070595e-01 2.037686095097137329e-01 5.573619733432003676e-01 2.388694171470858718e-01
6.898951083730239242e-01 2.037840427640779384e-01 5.573511700651454515e-01 2.388647871707766102e-01
6.897178289952694552e-01 2.037994711605552456e-01 5.573403701876112892e-01 2.388601586518334097e-01
6.895405869822122114e-01 2.038148946976144904e-01 5.573295737116698012e-01 2.388555315907156529e-01
6.893633817347621928e-01 2.038303133795201783e-01 5.573187806343358197e-01 2.388509059861439465e-01
6.891862132360131454e-01 2.038457272018096289e-01 5.573079909587332903e-01 2.388462818394571086e-01
6.890090825501895555e-01 2.038611361673909605e-01 5.572972046828262860e-01 2.388416591497826980e-01
6.888319902251459625e-01 2.038765402841505314e-01 5.572864218010946669e-01 2.388370379147548572e-01
6.886549346027986962e-01 2.038919395496325004e-01 5.572756423152572802e-01 2.388324181351102471e-01
6.884779156662513833e-01 2.039073339662137163e-01 5.572648662236503458e-01 2.388277998101358546e-01
6.883009335097532988e-01 2.039227235287769668e-01 5.572540935298561093e-01 2.388231829413668961e-01
6.881239906394545081e-01 2.039381082531354361e-01 5.572433242228052030e-01 2.388185675240593608e-01
6.879470844089786707e-01 2.039534881324409354e-01 5.572325583072912369e-01 2.388139535602676888e-01
6.877702148014417372e-01 2.039688631711293887e-01 5.572217957802093613e-01 2.388093410486611667e-01
6.875933817999613229e-01 2.039842333635557281e-01 5.572110366455109709e-01 2.388047299909332732e-01
6.874165873630635470e-01 2.039995987200570737e-01 5.572002808959599651e-01 2.388001203839828501e-01
6.872398302913694801e-01 2.040149592408062595e-01 5.571895285314355517e-01 2.387955122277581055e-01
6.870631097797924580e-01 2.040303149270903671e-01 5.571787795510366736e-01 2.387909055218728760e-01
6.868864258114603105e-01 2.040456657752407754e-01 5.571680339573313878e-01 2.387863002674277535e-01
6.867097795344050404e-01 2.040610117905629906e-01 5.571572917466058872e-01 2.387816964628310945e-01
6.865331713885436393e-01 2.040763529801699894e-01 5.571465529138809325e-01 2.387770941059489949e-01
6.863565997400163932e-01 2.040916893417094313e-01 5.571358174608034286e-01 2.387724931974871678e-01
6.861800645719620118e-01 2.041070208737406910e-01 5.571250853883814580e-01 2.387678937378777955e-01
6.860035662924157673e-01 2.041223475760088613e-01 5.571143566967937666e-01 2.387632957271973166e-01
6.858271068395788150e-01 2.041376694623170396e-01 5.571036313763780834e-01 2.387586991613048770e-01
6.856506838213315413e-01 2.041529865269733623e-01 5.570929094311186658e-01 2.387541040419079996e-01
6.854742972208248686e-01 2.041682987722656384e-01 5.570821908594140170e-01 2.387495103683203168e-01
6.852979470212121615e-01 2.041836061908360311e-01 5.570714756664147949e-01 2.387449181427492018e-01
6.851216357840574922e-01 2.041989088005279340e-01 5.570607638396304351e-01 2.387403273598416031e-01
6.849453611634623851e-01 2.042142065960084463e-01 5.570500553827940626e-01 2.387357380211974633e-01
6.847691228979138067e-01 2.042294995808073554e-01 5.570393502934347651e-01 2.387311501257577684e-01
6.845929209705771123e-01 2.042447877461635586e-01 5.570286485776855256e-01 2.387265636761509435e-01
6.844167573620685285e-01 2.042600711049648021e-01 5.570179502265245608e-01 2.387219786685105538e-01
6.842406309066380032e-01 2.042753496584972239e-01 5.570072552390519238e-01 2.387173951024508245e-01
6.840645407435995695e-01 2.042906234078867844e-01 5.569965636144792454e-01 2.387128129776339702e-01
6.838884868561296848e-01 2.043058923470386645e-01 5.569858753570728904e-01 2.387082322958883895e-01
6.837124707142064883e-01 2.043211564824658766e-01 5.569751904622738392e-01 2.387036530552602287e-01
6.835364921915940695e-01 2.043364158215915105e-01 5.569645089248859149e-01 2.386990752535225468e-01
6.833605498987588289e-01 2.043516703631797216e-01 5.569538307457742032e-01 2.386944988910460752e-01
6.831846438188874382e-01 2.043669201039053918e-01 5.569431559272661758e-01 2.386899239688283769e-01
6.830087749815718645e-01 2.043821650450960703e-01 5.569324844684326870e-01 2.386853504864711595e-01
6.828329441595721860e-01 2.043974051974996875e-01 5.569218163617501993e-01 2.386807784407500854e-01
6.826571495047739635e-01 2.044126405590606377e-01 5.569111516086575620e-01 2.386762078322818004e-01
6.824813910003745265e-01 2.044278711288255723e-01 5.569004902098221299e-01 2.386716386613523255e-01
6.823056693057719668e-01 2.044430969039257029e-01 5.568898321672519636e-01 2.386670709288222780e-01
6.821299859523209941e-01 2.044583178970418857e-01 5.568791774720707188e-01 2.386625046308874509e-01
6.819543387035343907e-01 2.044735341061292844e-01 5.568685261257094732e-01 2.386579397681612147e-01
6.817787275426212545e-01 2.044887455322166592e-01 5.568578781274483580e-01 2.386533763403350106e-01
6.816031528289205887e-01 2.045039521689514250e-01 5.568472334817339275e-01 2.386488143493145642e-01
6.814276167120949523e-01 2.045191540311030454e-01 5.568365921782277850e-01 2.386442537906690586e-01
6.812521166374365666e-01 2.045343511151349325e-01 5.568259542194055056e-01 2.386396946654595064e-01
6.810766525881655209e-01 2.045495434246535627e-01 5.568153196027424423e-01 2.386351369726039118e-01
6.809012246936381185e-01 2.045647309506921363e-01 5.568046883345154630e-01 2.386305807147923452e-01
6.807258355816562245e-01 2.045799137099555687e-01 5.567940604030310325e-01 2.386260258870133155e-01
6.805504824493836535e-01 2.045950916965205979e-01 5.567834358124356120e-01 2.386214724910438179e-01
6.803751652800508198e-01 2.046102649166755549e-01 5.567728145583270560e-01 2.386169205249973335e-01
6.801998840568915794e-01 2.046254333597131714e-01 5.567621966482007023e-01 2.386123699920860430e-01
6.800246417042735692e-01 2.046405970432514654e-01 5.567515820697239715e-01 2.386078208870245632e-01
6.798494352827855192e-01 2.046557559597516340e-01 5.567409708281738645e-01 2.386032732120745015e-01
6.796742647618302380e-01 2.046709101175760437e-01 5.567303629176967306e-01 2.385987269647271702e-01
6.794991301246512405e-01 2.046860595056350096e-01 5.567197583460554711e-01 2.385941821483094916e-01
6.793240342237238938e-01 2.047012041403813154e-01 5.567091571017330764e-01 2.385896387578856082e-01
6.791489742815609576e-01 2.047163440151932301e-01 5.566985591893647278e-01 2.385850967954420143e-01
6.789739501775617914e-01 2.047314791373215093e-01 5.566879646038749296e-01 2.385805562588035333e-01
6.787989618949821224e-01 2.047466094971652495e-01 5.566773733519843059e-01 2.385760171508504168e-01
6.786240122842907008e-01 2.047617351106448824e-01 5.566667854225485490e-01 2.385714794668065131e-01
6.784490985901344695e-01 2.047768559714076286e-01 5.566562008200146572e-01 2.385669432085777142e-01
6.782742206718133104e-01 2.047919720853557390e-01 5.566456195402509355e-01 2.385624083743932700e-01
6.780993785125936091e-01 2.048070834441902410e-01 5.566350415890668479e-01 2.385578749667429388e-01
6.779245750307665297e-01 2.048221900640495030e-01 5.566244669551653201e-01 2.385533429807851491e-01
6.777498073534399259e-01 2.048372919381265811e-01 5.566138956433113183e-01 2.385488124185620173e-01
6.775750753896593315e-01 2.048523890715881202e-01 5.566033276498882909e-01 2.385442832785235612e-01
6.774003791679932274e-01 2.048674814570425329e-01 5.565927629800700993e-01 2.385397555628872013e-01
6.772257216084508480e-01 2.048825691106306301e-01 5.565822016225585589e-01 2.385352292668108110e-01
6.770510997169193468e-01 2.048976520253903144e-01 5.565716435822267716e-01 2.385307043923828862e-01
6.768765134766838720e-01 2.049127302059546851e-01 5.565610888558316649e-01 2.385261809382135945e-01
6.767019631055719575e-01 2.049278036460309704e-01 5.565505374477782707e-01 2.385216589061907033e-01
6.765274511631526044e-01 2.049428723605208891e-01 5.565399893476353776e-01 2.385171382918437333e-01
6.763529748265224573e-01 2.049579363432817436e-01 5.565294445597027684e-01 2.385126190970154603e-01
6.761785340789775445e-01 2.049729955980835183e-01 5.565189030813415538e-01 2.385081013205749556e-01
6.760041293972766097e-01 2.049880501200493088e-01 5.565083649159654478e-01 2.385035849639852157e-01
6.758297628411890079e-01 2.050030999225876671e-01 5.564978300541886247e-01 2.384990700232236804e-01
