# number of detected SNeII per unit of redshift interval 
#  z_sim 	 dn_dz_Horiuchi dn_dz_Cole 	 dn_dz_Madau
3.892186880e-01 2.782701478e+01 4.759381536e+01 2.793748801e+01
3.893406796e-01 2.784902708e+01 4.762881204e+01 2.795764969e+01
3.894626899e-01 2.775277366e+01 4.746154941e+01 2.785908943e+01
3.895847188e-01 2.767721743e+01 4.732969620e+01 2.778131751e+01
3.897067673e-01 2.769910264e+01 4.736447641e+01 2.780135715e+01
3.898288365e-01 2.739335219e+01 4.683903608e+01 2.749257125e+01
3.899509243e-01 2.715055610e+01 4.642128953e+01 2.724700582e+01
3.900730309e-01 2.707767189e+01 4.629408164e+01 2.717197774e+01
3.901951562e-01 2.709907195e+01 4.632807206e+01 2.719156580e+01
3.903173024e-01 2.696363715e+01 4.609394906e+01 2.705379150e+01
3.904394680e-01 2.657406020e+01 4.542542181e+01 2.666106175e+01
3.905616523e-01 2.659505436e+01 4.545875367e+01 2.668027288e+01
3.906838553e-01 2.661606232e+01 4.549210280e+01 2.669949482e+01
3.908060778e-01 2.663708421e+01 4.552546943e+01 2.671872771e+01
3.909283211e-01 2.636291010e+01 4.505433832e+01 2.644187730e+01
3.910505832e-01 2.638372688e+01 4.508737021e+01 2.646091895e+01
3.911728641e-01 2.630972410e+01 4.495836707e+01 2.638486725e+01
3.912951636e-01 2.623731931e+01 4.483210648e+01 2.631042819e+01
3.914174842e-01 2.625802905e+01 4.486495482e+01 2.632936660e+01
3.915398242e-01 2.627875250e+01 4.489782033e+01 2.634831576e+01
3.916621829e-01 2.629948955e+01 4.493070284e+01 2.636727558e+01
3.917845604e-01 2.632024022e+01 4.496360236e+01 2.638624607e+01
3.919069575e-01 2.634100466e+01 4.499651912e+01 2.640522736e+01
3.920293754e-01 2.636178307e+01 4.502945344e+01 2.642421964e+01
3.921518121e-01 2.638257512e+01 4.506240478e+01 2.644322260e+01
3.922742676e-01 2.623085046e+01 4.480070177e+01 2.628932131e+01
3.923967419e-01 2.625153377e+01 4.483347163e+01 2.630822133e+01
3.925192374e-01 2.618270118e+01 4.471336489e+01 2.623741538e+01
3.926417522e-01 2.595936425e+01 4.432943048e+01 2.601180249e+01
3.927642857e-01 2.571669456e+01 4.391252580e+01 2.576685016e+01
3.928868381e-01 2.557817017e+01 4.367348943e+01 2.562627273e+01
3.930094105e-01 2.559832619e+01 4.370540155e+01 2.564468227e+01
3.931320034e-01 2.561849571e+01 4.373733058e+01 2.566310240e+01
3.932546151e-01 2.530443535e+01 4.319867025e+01 2.534673109e+01
3.933772456e-01 2.532436805e+01 4.323021553e+01 2.536493152e+01
3.934998950e-01 2.519055449e+01 4.299931577e+01 2.522914728e+01
3.936225661e-01 2.521039273e+01 4.303070274e+01 2.524725804e+01
3.937452560e-01 2.523024397e+01 4.306210589e+01 2.526537896e+01
3.938679648e-01 2.512021314e+01 4.287183756e+01 2.515344315e+01
3.939906924e-01 2.504829946e+01 4.274663829e+01 2.507968750e+01
3.941134406e-01 2.506801555e+01 4.277781450e+01 2.509767998e+01
3.942362089e-01 2.496308141e+01 4.259628509e+01 2.499088055e+01
3.943589960e-01 2.498272545e+01 4.262733863e+01 2.500880389e+01
3.944818020e-01 2.500238237e+01 4.265840814e+01 2.502673729e+01
3.946046275e-01 2.486917201e+01 4.242866862e+01 2.489166233e+01
3.947274742e-01 2.474840751e+01 4.222018566e+01 2.476906208e+01
3.948503397e-01 2.476787286e+01 4.225093936e+01 2.478681568e+01
3.949732241e-01 2.467152671e+01 4.208413847e+01 2.468867449e+01
3.950961274e-01 2.469092649e+01 4.211477994e+01 2.470636496e+01
3.952190521e-01 2.471033937e+01 4.214543777e+01 2.472406571e+01
3.953419961e-01 2.472976505e+01 4.217611146e+01 2.474177645e+01
3.954649591e-01 2.470511797e+01 4.213161842e+01 2.471539330e+01
3.955879409e-01 2.460631915e+01 4.196067865e+01 2.461483609e+01
3.957109431e-01 2.451838123e+01 4.180827629e+01 2.452515647e+01
3.958339657e-01 2.439244095e+01 4.159109227e+01 2.439747881e+01
3.959570073e-01 2.423100030e+01 4.131340384e+01 2.423431341e+01
3.960800677e-01 2.425003464e+01 4.134343410e+01 2.425165754e+01
3.962031475e-01 2.426908151e+01 4.137347985e+01 2.426901144e+01
3.963262488e-01 2.417828643e+01 4.121627418e+01 2.417652859e+01
3.964493690e-01 2.419727238e+01 4.124621534e+01 2.419382372e+01
3.965725082e-01 2.421627076e+01 4.127617184e+01 2.421112853e+01
3.966956663e-01 2.423528157e+01 4.130614368e+01 2.422844303e+01
3.968188458e-01 2.425430519e+01 4.133613146e+01 2.424576757e+01
3.969420448e-01 2.427334135e+01 4.136613474e+01 2.426310188e+01
3.970652627e-01 2.420715053e+01 4.125089863e+01 2.419524836e+01
3.971884996e-01 2.422614472e+01 4.128082724e+01 2.421254119e+01
3.973117570e-01 2.412190791e+01 4.110077941e+01 2.410667805e+01
3.974350349e-01 2.395295790e+01 4.081049370e+01 2.393616155e+01
3.975583317e-01 2.397174575e+01 4.084008453e+01 2.395326166e+01
3.976816474e-01 2.399054589e+01 4.086969049e+01 2.397037133e+01
3.978049829e-01 2.386931876e+01 4.066075785e+01 2.384757856e+01
3.979283396e-01 2.388803415e+01 4.069022194e+01 2.386460788e+01
3.980517154e-01 2.374868499e+01 4.045045342e+01 2.372373601e+01
3.981751101e-01 2.361971702e+01 4.022839207e+01 2.359325308e+01
3.982985239e-01 2.363822948e+01 4.025752419e+01 2.361009297e+01
3.984219595e-01 2.353476875e+01 4.007893418e+01 2.350511066e+01
3.985454142e-01 2.355321029e+01 4.010794638e+01 2.352188286e+01
3.986688880e-01 2.357166388e+01 4.013697339e+01 2.353866444e+01
3.987923808e-01 2.330943807e+01 3.968809254e+01 2.327517650e+01
3.989158947e-01 2.304549573e+01 3.923634060e+01 2.301001122e+01
3.990394286e-01 2.306354495e+01 3.926471933e+01 2.302642039e+01
3.991629815e-01 2.294690807e+01 3.906380874e+01 2.290836707e+01
3.992865535e-01 2.296487542e+01 3.909205064e+01 2.292469872e+01
3.994101458e-01 2.283860998e+01 3.887478082e+01 2.279705738e+01
3.995337589e-01 2.267037374e+01 3.858609850e+01 2.262754208e+01
3.996573910e-01 2.255478367e+01 3.838704972e+01 2.251059325e+01
3.997810422e-01 2.257243527e+01 3.841477936e+01 2.252663181e+01
3.999047130e-01 2.248066847e+01 3.825630156e+01 2.243347908e+01
4.000284054e-01 2.249825795e+01 3.828392566e+01 2.244945816e+01
4.001521168e-01 2.251585892e+01 3.831156382e+01 2.246544615e+01
4.002758473e-01 2.253347138e+01 3.833921603e+01 2.248144307e+01
4.003995968e-01 2.233396904e+01 3.799747856e+01 2.228083913e+01
4.005233685e-01 2.222621341e+01 3.781186232e+01 2.217178501e+01
4.006471593e-01 2.210316040e+01 3.760024367e+01 2.204748705e+01
4.007709692e-01 2.200715552e+01 3.743465802e+01 2.195018432e+01
4.008947981e-01 2.202435937e+01 3.746164921e+01 2.196580269e+01
4.010186486e-01 2.189341377e+01 3.723666008e+01 2.183367335e+01
4.011425188e-01 2.191052472e+01 3.726349775e+01 2.184920442e+01
4.012664082e-01 2.179969020e+01 3.707274487e+01 2.173715458e+01
4.013903167e-01 2.181672350e+01 3.709945303e+01 2.175261224e+01
4.015142461e-01 2.171756072e+01 3.692857579e+01 2.165222091e+01
4.016381959e-01 2.173452590e+01 3.695516944e+01 2.166761383e+01
4.017621648e-01 2.162536580e+01 3.676732027e+01 2.155727611e+01
4.018861528e-01 2.164225462e+01 3.679378653e+01 2.157259683e+01
4.020101613e-01 2.165915463e+01 3.682026648e+01 2.158792624e+01
4.021341907e-01 2.144384573e+01 3.645201328e+01 2.137182416e+01
4.022582392e-01 2.146058675e+01 3.647823649e+01 2.138700646e+01
4.023823069e-01 2.147733868e+01 3.650447299e+01 2.140219721e+01
4.025063946e-01 2.149410165e+01 3.653072295e+01 2.141739652e+01
4.026305037e-01 2.151087586e+01 3.655698669e+01 2.143260458e+01
4.027546319e-01 2.134335670e+01 3.627006421e+01 2.126420032e+01
4.028787794e-01 2.136000898e+01 3.629612947e+01 2.127929497e+01
4.030029463e-01 2.137667218e+01 3.632220800e+01 2.129439806e+01
4.031271352e-01 2.139334660e+01 3.634830030e+01 2.130950988e+01
4.032513433e-01 2.124449610e+01 3.609317007e+01 2.115975463e+01
4.033755705e-01 2.126106318e+01 3.611908683e+01 2.117476631e+01
4.034998170e-01 2.118523347e+01 3.598804095e+01 2.109776031e+01
4.036240857e-01 2.120175051e+01 3.601387189e+01 2.111272380e+01
4.037483736e-01 2.110669589e+01 3.585019067e+01 2.101658954e+01
4.038726808e-01 2.112314750e+01 3.587591175e+01 2.103149090e+01
4.039970071e-01 2.093327984e+01 3.555123321e+01 2.084098032e+01
4.041213554e-01 2.094959246e+01 3.557672954e+01 2.085575298e+01
4.042457233e-01 2.081825076e+01 3.535148878e+01 2.072354069e+01
4.043701105e-01 2.071069543e+01 3.516666314e+01 2.061502321e+01
4.044945168e-01 2.072682846e+01 3.519186769e+01 2.062962905e+01
4.046189448e-01 2.074297232e+01 3.521708546e+01 2.064424329e+01
4.047433928e-01 2.075912677e+01 3.524231610e+01 2.065886574e+01
4.048678600e-01 2.038198617e+01 3.459989480e+01 2.028211786e+01
4.049923464e-01 2.022619023e+01 3.433327682e+01 2.012566738e+01
4.051168543e-01 2.024193648e+01 3.435785906e+01 2.013991624e+01
4.052413824e-01 2.025769309e+01 3.438245387e+01 2.015417313e+01
4.053659297e-01 2.027345996e+01 3.440706107e+01 2.016843793e+01
4.054904963e-01 2.013028457e+01 3.416193161e+01 2.002459270e+01
4.056150841e-01 2.014594854e+01 3.418637101e+01 2.003876169e+01
4.057396924e-01 2.016162285e+01 3.421082295e+01 2.005293868e+01
4.058643200e-01 2.017730736e+01 3.423528720e+01 2.006712354e+01
4.059889669e-01 2.019300207e+01 3.425976376e+01 2.008131628e+01
4.061136347e-01 2.020870722e+01 3.428425297e+01 2.009551709e+01
4.062383233e-01 2.022442276e+01 3.430875478e+01 2.010972594e+01
4.063630312e-01 2.014556664e+01 3.417283010e+01 2.002990382e+01
4.064877584e-01 2.016122910e+01 3.419724194e+01 2.004406197e+01
4.066125065e-01 2.001201010e+01 3.394199637e+01 1.989430613e+01
4.067372755e-01 2.002756517e+01 3.396623367e+01 1.990836452e+01
4.068620638e-01 2.004313036e+01 3.399048315e+01 1.992243070e+01
4.069868714e-01 1.991877653e+01 3.377745859e+01 1.979742801e+01
4.071116998e-01 1.993425343e+01 3.380156338e+01 1.981141172e+01
4.072365492e-01 1.994974060e+01 3.382568060e+01 1.982540338e+01
4.073614180e-01 1.996523784e+01 3.384980992e+01 1.983940280e+01
4.074863061e-01 1.981706427e+01 3.359645827e+01 1.969077220e+01
4.076112149e-01 1.970939434e+01 3.341179955e+01 1.958240499e+01
4.077361449e-01 1.958981749e+01 3.320697878e+01 1.946222343e+01
4.078610942e-01 1.960502783e+01 3.323064733e+01 1.947595840e+01
4.079860629e-01 1.928493498e+01 3.268600615e+01 1.915661898e+01
4.081110524e-01 1.900938218e+01 3.221691855e+01 1.888156498e+01
4.082360630e-01 1.902413662e+01 3.223986747e+01 1.889488445e+01
4.083610929e-01 1.903890065e+01 3.226282788e+01 1.890821130e+01
4.084861423e-01 1.887049552e+01 3.197540965e+01 1.873963703e+01
4.086112124e-01 1.888513679e+01 3.199817236e+01 1.875285052e+01
4.087363037e-01 1.889978777e+01 3.202094679e+01 1.876607152e+01
4.088614144e-01 1.891444827e+01 3.204373262e+01 1.877929984e+01
4.089865445e-01 1.892911830e+01 3.206652984e+01 1.879253547e+01
4.091116954e-01 1.882393772e+01 3.188630461e+01 1.868679156e+01
4.092368676e-01 1.883853424e+01 3.190898084e+01 1.869995835e+01
4.093620591e-01 1.885314024e+01 3.193166841e+01 1.871313243e+01
4.094872700e-01 1.886775572e+01 3.195436732e+01 1.872631379e+01
4.096125019e-01 1.888238088e+01 3.197707786e+01 1.873950262e+01
4.097377548e-01 1.876494639e+01 3.177615668e+01 1.862163819e+01
4.098630272e-01 1.877948839e+01 3.179873134e+01 1.863474950e+01
4.099883191e-01 1.862448267e+01 3.153422986e+01 1.847962964e+01
4.101136320e-01 1.854091003e+01 3.139070056e+01 1.839540397e+01
4.102389660e-01 1.843342301e+01 3.120670235e+01 1.828746493e+01
4.103643193e-01 1.844770128e+01 3.122885432e+01 1.830033351e+01
4.104896921e-01 1.837554274e+01 3.110468816e+01 1.822745977e+01
4.106150863e-01 1.831329700e+01 3.099731482e+01 1.816442830e+01
4.107405013e-01 1.820176154e+01 3.080653064e+01 1.805251992e+01
4.108659357e-01 1.821585366e+01 3.082838069e+01 1.806521584e+01
4.109913896e-01 1.812296427e+01 3.066918319e+01 1.797182042e+01
4.111168651e-01 1.813699211e+01 3.069092703e+01 1.798445600e+01
4.112423612e-01 1.815102917e+01 3.071268189e+01 1.799709866e+01
4.113678768e-01 1.816507533e+01 3.073444759e+01 1.800974831e+01
4.114934118e-01 1.817913060e+01 3.075622412e+01 1.802240494e+01
4.116189688e-01 1.819319525e+01 3.077801192e+01 1.803506880e+01
4.117445461e-01 1.798855143e+01 3.042982311e+01 1.783093841e+01
4.118701429e-01 1.800246525e+01 3.045137075e+01 1.784346405e+01
4.119957591e-01 1.801638809e+01 3.047292910e+01 1.785599660e+01
4.121213977e-01 1.762427140e+01 2.980775231e+01 1.746613091e+01
4.122470562e-01 1.763789871e+01 2.982884668e+01 1.747839506e+01
4.123727343e-01 1.749922631e+01 2.959238740e+01 1.733974553e+01
4.124984319e-01 1.737985719e+01 2.938859847e+01 1.722024145e+01
4.126241522e-01 1.739329081e+01 2.940938360e+01 1.723232780e+01
4.127498921e-01 1.740673315e+01 2.943017909e+01 1.724442083e+01
4.128756516e-01 1.742018421e+01 2.945098490e+01 1.725652053e+01
4.130014308e-01 1.714117116e+01 2.897737195e+01 1.697892247e+01
4.131272327e-01 1.715441404e+01 2.899784957e+01 1.699083262e+01
4.132530541e-01 1.702395391e+01 2.877542305e+01 1.686041827e+01
4.133788950e-01 1.694207218e+01 2.863513040e+01 1.677813054e+01
4.135047561e-01 1.695515642e+01 2.865535350e+01 1.678989460e+01
4.136306395e-01 1.682630680e+01 2.843571035e+01 1.666111628e+01
4.137565425e-01 1.671098307e+01 2.823895127e+01 1.654574820e+01
4.138824650e-01 1.643132654e+01 2.776453823e+01 1.626769995e+01
4.140084081e-01 1.644401040e+01 2.778413060e+01 1.627909963e+01
4.141343731e-01 1.619858905e+01 2.736764791e+01 1.603499883e+01
4.142603577e-01 1.621109037e+01 2.738695244e+01 1.604623228e+01
4.143863618e-01 1.605707259e+01 2.712495483e+01 1.589264994e+01
4.145123871e-01 1.606946177e+01 2.714408037e+01 1.590378047e+01
4.146384338e-01 1.587386625e+01 2.681190329e+01 1.570908351e+01
4.147645001e-01 1.588611120e+01 2.683080043e+01 1.572008233e+01
4.148905859e-01 1.589836408e+01 2.684970691e+01 1.573108721e+01
4.150166935e-01 1.591062509e+01 2.686862306e+01 1.574209833e+01
4.151428220e-01 1.592289416e+01 2.688754875e+01 1.575311562e+01
4.152689700e-01 1.555256384e+01 2.626045259e+01 1.538563816e+01
4.153951377e-01 1.556455382e+01 2.627894213e+01 1.539640276e+01
4.155213277e-01 1.557655182e+01 2.629744121e+01 1.540717351e+01
4.156475380e-01 1.558855764e+01 2.631594951e+01 1.541795024e+01
4.157737679e-01 1.560057123e+01 2.633446696e+01 1.542873289e+01
4.159000175e-01 1.561259259e+01 2.635299355e+01 1.543952148e+01
4.160262901e-01 1.544027988e+01 2.606039361e+01 1.526803060e+01
4.161525823e-01 1.545217510e+01 2.607872018e+01 1.527870392e+01
4.162788942e-01 1.546407801e+01 2.609705580e+01 1.528938309e+01
4.164052264e-01 1.547598868e+01 2.611540055e+01 1.530006820e+01
4.165315810e-01 1.535283649e+01 2.590584096e+01 1.517723351e+01
4.166579552e-01 1.536465882e+01 2.592404406e+01 1.518783730e+01
4.167843491e-01 1.537648878e+01 2.594225613e+01 1.519844692e+01
4.169107641e-01 1.527140622e+01 2.576323001e+01 1.509350423e+01
4.170372007e-01 1.528316180e+01 2.578132200e+01 1.510404509e+01
4.171636571e-01 1.516336274e+01 2.557750420e+01 1.498458067e+01
4.172901331e-01 1.501227445e+01 2.532093750e+01 1.483421498e+01
4.174166310e-01 1.502382648e+01 2.533870803e+01 1.484457031e+01
4.175431498e-01 1.503538609e+01 2.535648747e+01 1.485493143e+01
4.176696883e-01 1.504695317e+01 2.537427567e+01 1.486529824e+01
4.177962465e-01 1.505852773e+01 2.539207261e+01 1.487567074e+01
4.179228274e-01 1.507011002e+01 2.540987872e+01 1.488604917e+01
4.180494285e-01 1.494718061e+01 2.520089467e+01 1.476356656e+01
4.181760493e-01 1.479764506e+01 2.494708280e+01 1.461482382e+01
4.183026901e-01 1.455317269e+01 2.453326261e+01 1.437234491e+01
4.184293538e-01 1.449894332e+01 2.444018091e+01 1.431776617e+01
4.185560372e-01 1.451008871e+01 2.445730211e+01 1.432774825e+01
4.186827404e-01 1.441439008e+01 2.429434225e+01 1.423223489e+01
4.188094645e-01 1.442546786e+01 2.431135432e+01 1.424215449e+01
4.189362105e-01 1.443655298e+01 2.432837503e+01 1.425207970e+01
4.190629764e-01 1.444764525e+01 2.434540410e+01 1.426201035e+01
4.191897619e-01 1.445874469e+01 2.436244153e+01 1.427194645e+01
4.193165694e-01 1.446985148e+01 2.437948759e+01 1.428188816e+01
4.194433980e-01 1.448096555e+01 2.439654219e+01 1.429183543e+01
4.195702463e-01 1.421058462e+01 2.393938201e+01 1.402398243e+01
4.196971144e-01 1.422149688e+01 2.395612173e+01 1.403374717e+01
4.198240053e-01 1.423241645e+01 2.397287007e+01 1.404351750e+01
4.199509165e-01 1.424334309e+01 2.398962666e+01 1.405329320e+01
4.200778474e-01 1.412414818e+01 2.378723489e+01 1.393469117e+01
4.202047987e-01 1.413498911e+01 2.380385485e+01 1.394438829e+01
4.203317726e-01 1.414583727e+01 2.382048332e+01 1.395409095e+01
4.204587664e-01 1.415669243e+01 2.383711993e+01 1.396379892e+01
4.205857800e-01 1.416755459e+01 2.385376468e+01 1.397351220e+01
4.207128150e-01 1.417842390e+01 2.387041779e+01 1.398323093e+01
4.208398717e-01 1.385325006e+01 2.332135297e+01 1.366155492e+01
4.209669482e-01 1.366389710e+01 2.300099551e+01 1.347385666e+01
4.210940445e-01 1.367437632e+01 2.301704344e+01 1.348322385e+01
4.212211634e-01 1.368486251e+01 2.303309956e+01 1.349259636e+01
4.213483029e-01 1.369535554e+01 2.304916362e+01 1.350197407e+01
4.214754622e-01 1.370585533e+01 2.306523552e+01 1.351135690e+01
4.216026417e-01 1.342575681e+01 2.259229730e+01 1.323428427e+01
4.217298442e-01 1.343604768e+01 2.260804450e+01 1.324347862e+01
4.218570665e-01 1.344634518e+01 2.262379938e+01 1.325267799e+01
4.219843087e-01 1.334735516e+01 2.245568466e+01 1.315417011e+01
4.221115723e-01 1.335758231e+01 2.247132702e+01 1.316330486e+01
4.222388578e-01 1.336781622e+01 2.248697725e+01 1.317244474e+01
4.223661631e-01 1.321520419e+01 2.222870809e+01 1.302112870e+01
4.224934883e-01 1.322532655e+01 2.224418289e+01 1.303016720e+01
4.226208360e-01 1.323545565e+01 2.225966556e+01 1.303921083e+01
4.227482045e-01 1.292165825e+01 2.173039649e+01 1.272915229e+01
4.228755929e-01 1.293155244e+01 2.174551534e+01 1.273798445e+01
4.230030015e-01 1.294145303e+01 2.176064159e+01 1.274682147e+01
4.231304332e-01 1.295136024e+01 2.177577559e+01 1.275566353e+01
4.232578848e-01 1.284577709e+01 2.159674005e+01 1.265076701e+01
4.233853563e-01 1.271725982e+01 2.137917350e+01 1.252330105e+01
4.235128494e-01 1.272699198e+01 2.139403309e+01 1.253198434e+01
4.236403643e-01 1.273673056e+01 2.140890012e+01 1.254067249e+01
4.237678990e-01 1.274647541e+01 2.142377439e+01 1.254936539e+01
4.238954538e-01 1.275622653e+01 2.143865588e+01 1.255806304e+01
4.240230314e-01 1.276598415e+01 2.145354496e+01 1.256676563e+01
4.241506295e-01 1.277574810e+01 2.146844134e+01 1.257547301e+01
4.242782476e-01 1.278551834e+01 2.148334496e+01 1.258418515e+01
4.244058864e-01 1.262977961e+01 2.122016223e+01 1.243000486e+01
4.245335479e-01 1.263943615e+01 2.123488776e+01 1.243861392e+01
4.246612294e-01 1.264909890e+01 2.124962045e+01 1.244722769e+01
4.247889308e-01 1.265876787e+01 2.126436028e+01 1.245584615e+01
4.249166544e-01 1.266844323e+01 2.127910751e+01 1.246446945e+01
4.250443993e-01 1.267812492e+01 2.129386207e+01 1.247309756e+01
4.251721642e-01 1.268781284e+01 2.130862378e+01 1.248173037e+01
4.252999491e-01 1.269750699e+01 2.132339264e+01 1.249036789e+01
4.254277575e-01 1.270720765e+01 2.133816908e+01 1.249901035e+01
4.255555860e-01 1.252673480e+01 2.103362215e+01 1.232060720e+01
4.256834344e-01 1.253630268e+01 2.104819172e+01 1.232912970e+01
4.258113043e-01 1.240447164e+01 2.082536904e+01 1.219859862e+01
4.259391963e-01 1.230356670e+01 2.065449371e+01 1.209849678e+01
4.260671083e-01 1.218098670e+01 2.044725735e+01 1.197709694e+01
4.261950403e-01 1.219028628e+01 2.046140937e+01 1.198537720e+01
4.263229953e-01 1.209405578e+01 2.029843846e+01 1.188990736e+01
4.264509710e-01 1.210328703e+01 2.031248203e+01 1.189812517e+01
4.265789667e-01 1.211252421e+01 2.032653239e+01 1.190634745e+01
4.267069833e-01 1.212176740e+01 2.034058965e+01 1.191457427e+01
4.268350226e-01 1.213101672e+01 2.035465400e+01 1.192280574e+01
4.269630820e-01 1.214027199e+01 2.036872515e+01 1.193104170e+01
4.270911614e-01 1.214953321e+01 2.038280310e+01 1.193928214e+01
4.272192634e-01 1.187120227e+01 1.991443017e+01 1.166492629e+01
4.273473865e-01 1.188025631e+01 1.992818880e+01 1.167298080e+01
4.274755297e-01 1.188931616e+01 1.994195407e+01 1.168103969e+01
4.276036935e-01 1.173076765e+01 1.967460686e+01 1.152443693e+01
4.277318804e-01 1.173971162e+01 1.968819171e+01 1.153239116e+01
4.278600875e-01 1.159286349e+01 1.944051972e+01 1.138731430e+01
4.279883146e-01 1.160170019e+01 1.945393736e+01 1.139517160e+01
4.281165639e-01 1.161054271e+01 1.946736169e+01 1.140303330e+01
4.282448348e-01 1.161939101e+01 1.948079265e+01 1.141089937e+01
4.283731258e-01 1.162824500e+01 1.949423009e+01 1.141876972e+01
4.285014370e-01 1.152661470e+01 1.932245592e+01 1.131815262e+01
4.286297719e-01 1.153539614e+01 1.933577898e+01 1.132595694e+01
4.287581268e-01 1.154418322e+01 1.934910846e+01 1.133376550e+01
4.288865018e-01 1.155297594e+01 1.936244437e+01 1.134157831e+01
4.290148989e-01 1.156177443e+01 1.937578689e+01 1.134939548e+01
4.291433178e-01 1.157057870e+01 1.938913601e+01 1.135721700e+01
4.292717569e-01 1.157938861e+01 1.940249156e+01 1.136504278e+01
4.294002161e-01 1.158820418e+01 1.941585354e+01 1.137287280e+01
4.295286990e-01 1.159702566e+01 1.942922233e+01 1.138070730e+01
4.296572021e-01 1.160585280e+01 1.944259754e+01 1.138854606e+01
4.297857254e-01 1.144497563e+01 1.917169481e+01 1.122986878e+01
4.299142706e-01 1.145368509e+01 1.918488745e+01 1.123760150e+01
4.300428378e-01 1.146240025e+01 1.919808662e+01 1.124533853e+01
4.301714252e-01 1.147112101e+01 1.921129213e+01 1.125307975e+01
4.303000327e-01 1.128343284e+01 1.889558222e+01 1.106815803e+01
4.304286641e-01 1.129201564e+01 1.890857463e+01 1.107577529e+01
4.305573156e-01 1.130060394e+01 1.892157328e+01 1.108339668e+01
4.306859873e-01 1.130919775e+01 1.893457817e+01 1.109102221e+01
4.308146811e-01 1.131779720e+01 1.894758949e+01 1.109865199e+01
4.309433969e-01 1.132640228e+01 1.896060724e+01 1.110628601e+01
4.310721329e-01 1.133501288e+01 1.897363123e+01 1.111392417e+01
4.312008891e-01 1.134362901e+01 1.898666147e+01 1.112156649e+01
4.313296692e-01 1.118281552e+01 1.871612274e+01 1.096310667e+01
4.314584694e-01 1.119131418e+01 1.872897117e+01 1.097064330e+01
4.315872899e-01 1.119981829e+01 1.874182576e+01 1.097818401e+01
4.317161326e-01 1.120832798e+01 1.875468671e+01 1.098572894e+01
4.318449972e-01 1.121684324e+01 1.876755398e+01 1.099327804e+01
4.319738820e-01 1.122536395e+01 1.878042741e+01 1.100083124e+01
4.321027874e-01 1.123389015e+01 1.879330705e+01 1.100838856e+01
4.322317164e-01 1.124242204e+01 1.880619318e+01 1.101595016e+01
4.323606657e-01 1.125095939e+01 1.881908547e+01 1.102351587e+01
4.324896351e-01 1.125950222e+01 1.883198393e+01 1.103108567e+01
4.326186272e-01 1.110524927e+01 1.857261683e+01 1.087917256e+01
4.327476409e-01 1.111367970e+01 1.858534147e+01 1.088664129e+01
4.328766749e-01 1.101582820e+01 1.842034165e+01 1.079000561e+01
4.330057298e-01 1.102418882e+01 1.843295680e+01 1.079741103e+01
4.331348080e-01 1.103255499e+01 1.844557827e+01 1.080482062e+01
4.332639065e-01 1.086210281e+01 1.815924854e+01 1.063711452e+01
4.333930252e-01 1.087034402e+01 1.817167745e+01 1.064441200e+01
4.335221671e-01 1.087859070e+01 1.818411257e+01 1.065171360e+01
4.336513301e-01 1.088684271e+01 1.819655371e+01 1.065901919e+01
4.337805135e-01 1.089510000e+01 1.820900078e+01 1.066632874e+01
4.339097184e-01 1.090336266e+01 1.822145391e+01 1.067364231e+01
4.340389460e-01 1.091163078e+01 1.823391323e+01 1.068095998e+01
4.341681940e-01 1.091990418e+01 1.824637848e+01 1.068828161e+01
4.342974623e-01 1.092818289e+01 1.825884968e+01 1.069560721e+01
4.344267544e-01 1.093646711e+01 1.827132715e+01 1.070293695e+01
4.345560670e-01 1.094475665e+01 1.828381060e+01 1.071027068e+01
4.346854000e-01 1.095305151e+01 1.829629999e+01 1.071760838e+01
4.348147553e-01 1.096135179e+01 1.830879551e+01 1.072495015e+01
4.349441327e-01 1.096965750e+01 1.832129717e+01 1.073229599e+01
4.350735305e-01 1.097796853e+01 1.833380477e+01 1.073964581e+01
4.352029489e-01 1.098628490e+01 1.834631837e+01 1.074699961e+01
4.353323912e-01 1.099460681e+01 1.835883824e+01 1.075435759e+01
4.354618538e-01 1.100293405e+01 1.837136407e+01 1.076171954e+01
4.355913367e-01 1.101126661e+01 1.838389586e+01 1.076908547e+01
4.357208427e-01 1.101960467e+01 1.839643386e+01 1.077645553e+01
4.358503701e-01 1.102794814e+01 1.840897793e+01 1.078382964e+01
4.359799179e-01 1.103629695e+01 1.842152796e+01 1.079120772e+01
4.361094873e-01 1.104465117e+01 1.843408407e+01 1.079858986e+01
4.362390797e-01 1.105301090e+01 1.844664639e+01 1.080597614e+01
4.363686924e-01 1.106137598e+01 1.845921468e+01 1.081336640e+01
4.364983256e-01 1.106974641e+01 1.847178893e+01 1.082076065e+01
4.366279827e-01 1.091780598e+01 1.821687397e+01 1.067145999e+01
4.367576604e-01 1.092606607e+01 1.822927838e+01 1.067875532e+01
4.368873586e-01 1.093433144e+01 1.824168868e+01 1.068605459e+01
4.370170793e-01 1.094260223e+01 1.825410507e+01 1.069335791e+01
4.371468221e-01 1.095087842e+01 1.826652751e+01 1.070066527e+01
4.372765853e-01 1.095915989e+01 1.827895583e+01 1.070797657e+01
4.374063697e-01 1.096744671e+01 1.829139012e+01 1.071529186e+01
4.375361775e-01 1.097573901e+01 1.830383059e+01 1.072261127e+01
4.376660058e-01 1.098403662e+01 1.831627695e+01 1.072993462e+01
4.377958546e-01 1.099233953e+01 1.832872921e+01 1.073726192e+01
