# number of detected SNeII per unit of redshift interval 
#  z_random 	 dn_dz_Horiuchi dn_dz_Cole 	 dn_dz_Madau
2.761188439e-02 6.415244782e+02 7.606008052e+02 8.059001757e+02
2.768638870e-02 6.450591168e+02 7.650880246e+02 8.102983759e+02
2.776090176e-02 6.486042423e+02 7.695907911e+02 8.147092872e+02
2.783542187e-02 6.521597798e+02 7.741090210e+02 8.191328143e+02
2.790994902e-02 6.557257352e+02 7.786427332e+02 8.235689626e+02
2.798448544e-02 6.593022213e+02 7.831920826e+02 8.280178706e+02
2.805903035e-02 6.628892064e+02 7.877570406e+02 8.324794967e+02
2.813358230e-02 6.664866280e+02 7.923375387e+02 8.369537611e+02
2.820814131e-02 6.700944918e+02 7.969335960e+02 8.414406692e+02
2.828270986e-02 6.737129244e+02 8.015453850e+02 8.459403764e+02
2.835728663e-02 6.773418686e+02 8.061728445e+02 8.504528096e+02
2.843187047e-02 6.809812738e+02 8.108159210e+02 8.549779036e+02
2.850646137e-02 6.846311456e+02 8.154746335e+02 8.595156638e+02
2.858106205e-02 6.882916238e+02 8.201491715e+02 8.640662618e+02
2.865567072e-02 6.919626268e+02 8.248394426e+02 8.686295944e+02
2.873028647e-02 6.956441153e+02 8.295454078e+02 8.732056103e+02
2.880490928e-02 6.993360950e+02 8.342670857e+02 8.777943152e+02
2.887954211e-02 7.030387178e+02 8.390046822e+02 8.823958955e+02
2.895418272e-02 7.067518796e+02 8.437580753e+02 8.870102200e+02
2.902883040e-02 7.104755513e+02 8.485272393e+02 8.916372505e+02
2.910348516e-02 7.142097389e+02 8.533121930e+02 8.962769924e+02
2.917815014e-02 7.179546057e+02 8.581131574e+02 9.009296469e+02
2.925282271e-02 7.217100263e+02 8.629299829e+02 9.055950558e+02
2.932750236e-02 7.254759813e+02 8.677626561e+02 9.102731935e+02
2.940218910e-02 7.292524769e+02 8.726111960e+02 9.149640652e+02
2.947688624e-02 7.330396873e+02 8.774758379e+02 9.196678857e+02
2.955159080e-02 7.368374668e+02 8.823564061e+02 9.243844718e+02
2.962630244e-02 7.406458055e+02 8.872528990e+02 9.291138094e+02
2.970102119e-02 7.444647094e+02 8.921653355e+02 9.338559037e+02
2.977575051e-02 7.482943629e+02 8.970939645e+02 9.386109820e+02
2.985048708e-02 7.521346019e+02 9.020385859e+02 9.433788383e+02
2.992523075e-02 7.559854248e+02 9.069992091e+02 9.481594686e+02
2.999998153e-02 7.598468376e+02 9.119758529e+02 9.529528786e+02
3.007474304e-02 7.637190340e+02 9.169687784e+02 9.577593066e+02
3.014951166e-02 7.676018330e+02 9.219777637e+02 9.625785259e+02
3.022428739e-02 7.714952406e+02 9.270028276e+02 9.674105421e+02
3.029907036e-02 7.753992698e+02 9.320439981e+02 9.722553692e+02
3.037386393e-02 7.793141023e+02 9.371015211e+02 9.771132306e+02
3.044866463e-02 7.832395621e+02 9.421751808e+02 9.819839061e+02
3.052347244e-02 7.871756554e+02 9.472649962e+02 9.868674012e+02
3.059828762e-02 7.911224010e+02 9.523710030e+02 9.917637375e+02
3.067311329e-02 7.950799704e+02 9.574934342e+02 9.966731255e+02
3.074794608e-02 7.990481920e+02 9.626320792e+02 1.001595350e+03
3.082278601e-02 8.030270719e+02 9.677869568e+02 1.006530418e+03
3.089763340e-02 8.070166341e+02 9.729581095e+02 1.011478355e+03
3.097249120e-02 8.110170416e+02 9.781457597e+02 1.016439363e+03
3.104735613e-02 8.150281262e+02 9.833497007e+02 1.021413231e+03
3.112222820e-02 8.190498939e+02 9.885699514e+02 1.026399964e+03
3.119710782e-02 8.230823731e+02 9.938065599e+02 1.031399596e+03
3.127199777e-02 8.271257199e+02 9.990597399e+02 1.036412317e+03
3.134689486e-02 8.311797688e+02 1.004329288e+03 1.041437921e+03
3.142179910e-02 8.352445257e+02 1.009615223e+03 1.046476413e+03
3.149671096e-02 8.393200225e+02 1.014917596e+03 1.051527830e+03
3.157163309e-02 8.434064101e+02 1.020236617e+03 1.056592359e+03
3.164656237e-02 8.475035248e+02 1.025572083e+03 1.061669793e+03
3.172149881e-02 8.516113725e+02 1.030924013e+03 1.066760137e+03
3.179644292e-02 8.557299873e+02 1.036292462e+03 1.071863434e+03
3.187139726e-02 8.598595174e+02 1.041677635e+03 1.076979863e+03
3.194635877e-02 8.639997996e+02 1.047079329e+03 1.082109220e+03
3.202132744e-02 8.681508398e+02 1.052497565e+03 1.087251511e+03
3.209630380e-02 8.723126736e+02 1.057932399e+03 1.092406779e+03
3.217129039e-02 8.764854481e+02 1.063384035e+03 1.097575202e+03
3.224628415e-02 8.806689996e+02 1.068852270e+03 1.102756577e+03
3.232128508e-02 8.848633343e+02 1.074337122e+03 1.107950909e+03
3.239629371e-02 8.890684880e+02 1.079838651e+03 1.113158240e+03
3.247131257e-02 8.932846088e+02 1.085357061e+03 1.118378752e+03
3.254633860e-02 8.975115318e+02 1.090892147e+03 1.123612238e+03
3.262137182e-02 9.017492630e+02 1.096443928e+03 1.128858704e+03
3.269641273e-02 9.059978377e+02 1.102012462e+03 1.134118192e+03
3.277146389e-02 9.102574071e+02 1.107597957e+03 1.139390886e+03
3.284652224e-02 9.145278038e+02 1.113200206e+03 1.144676578e+03
3.292158777e-02 9.188090339e+02 1.118819227e+03 1.149975273e+03
3.299666097e-02 9.231011309e+02 1.124455075e+03 1.155287010e+03
3.307174446e-02 9.274042511e+02 1.130107967e+03 1.160611981e+03
3.314683515e-02 9.317182239e+02 1.135777689e+03 1.165949973e+03
3.322193303e-02 9.360430554e+02 1.141464261e+03 1.171300990e+03
3.329703853e-02 9.403787761e+02 1.147167734e+03 1.176665070e+03
3.337215438e-02 9.447255499e+02 1.152888334e+03 1.182042412e+03
3.344727743e-02 9.490832014e+02 1.158625842e+03 1.187432797e+03
3.352240769e-02 9.534517369e+02 1.164380277e+03 1.192836232e+03
3.359754550e-02 9.578311829e+02 1.170151684e+03 1.198252747e+03
3.367269374e-02 9.622217129e+02 1.175940303e+03 1.203682555e+03
3.374784919e-02 9.666231460e+02 1.181745908e+03 1.209125429e+03
3.382301185e-02 9.710354884e+02 1.187568517e+03 1.214581375e+03
3.389818199e-02 9.754587613e+02 1.193408168e+03 1.220050419e+03
3.397336264e-02 9.798931506e+02 1.199265119e+03 1.225532786e+03
3.404855052e-02 9.843384682e+02 1.205139132e+03 1.231028244e+03
3.412374561e-02 9.887947204e+02 1.211030226e+03 1.236536797e+03
3.419894809e-02 9.932619223e+02 1.216938432e+03 1.242058462e+03
3.427416119e-02 9.977402738e+02 1.222864026e+03 1.247593484e+03
3.434938152e-02 1.002229579e+03 1.228806759e+03 1.253141619e+03
3.442460908e-02 1.006729845e+03 1.234766650e+03 1.258702873e+03
3.449984389e-02 1.011241077e+03 1.240743721e+03 1.264277253e+03
3.457508947e-02 1.015763495e+03 1.246738269e+03 1.269865025e+03
3.465034228e-02 1.020296891e+03 1.252750034e+03 1.275465933e+03
3.472560234e-02 1.024841273e+03 1.258779034e+03 1.281079983e+03
3.480086963e-02 1.029396646e+03 1.264825289e+03 1.286707180e+03
3.487614759e-02 1.033963225e+03 1.270889093e+03 1.292347787e+03
3.495143292e-02 1.038540816e+03 1.276970202e+03 1.298001563e+03
3.502672549e-02 1.043129418e+03 1.283068623e+03 1.303668504e+03
3.510202532e-02 1.047729037e+03 1.289184376e+03 1.309348616e+03
3.517733565e-02 1.052339878e+03 1.295317745e+03 1.315042150e+03
3.525265352e-02 1.056961768e+03 1.301468509e+03 1.320748889e+03
3.532797865e-02 1.061594694e+03 1.307636663e+03 1.326468816e+03
3.540331103e-02 1.066238662e+03 1.313822226e+03 1.332201937e+03
3.547865374e-02 1.070893869e+03 1.320025470e+03 1.337948491e+03
3.555400418e-02 1.075560160e+03 1.326246201e+03 1.343708288e+03
3.562936189e-02 1.080237514e+03 1.332484400e+03 1.349481297e+03
3.570472687e-02 1.084925936e+03 1.338740085e+03 1.355267523e+03
3.578010197e-02 1.089625610e+03 1.345013514e+03 1.361067191e+03
3.585548501e-02 1.094336409e+03 1.351304524e+03 1.366880142e+03
3.593087533e-02 1.099058294e+03 1.357613080e+03 1.372706327e+03
3.600627293e-02 1.103791274e+03 1.363939199e+03 1.378545753e+03
3.608168043e-02 1.108535519e+03 1.370283123e+03 1.384398630e+03
3.615709611e-02 1.113290928e+03 1.376644725e+03 1.390264829e+03
3.623251907e-02 1.118057450e+03 1.383023949e+03 1.396144287e+03
3.630794931e-02 1.122835091e+03 1.389420815e+03 1.402037008e+03
3.638338922e-02 1.127624010e+03 1.395835544e+03 1.407943187e+03
3.645883756e-02 1.132424134e+03 1.402268049e+03 1.413862730e+03
3.653429319e-02 1.137235397e+03 1.408718255e+03 1.419795556e+03
3.660975611e-02 1.142057805e+03 1.415186179e+03 1.425741669e+03
3.668522845e-02 1.146891501e+03 1.421672023e+03 1.431701243e+03
3.676070947e-02 1.151736444e+03 1.428175745e+03 1.437674227e+03
3.683619780e-02 1.156592553e+03 1.434697244e+03 1.443660517e+03
3.691169343e-02 1.161459833e+03 1.441236539e+03 1.449660117e+03
3.698719820e-02 1.166338408e+03 1.447793808e+03 1.455673180e+03
3.706271195e-02 1.171228276e+03 1.454369058e+03 1.461699701e+03
3.713823301e-02 1.176129336e+03 1.460962163e+03 1.467739550e+03
3.721376137e-02 1.181041592e+03 1.467573141e+03 1.473792733e+03
3.728929858e-02 1.185965151e+03 1.474202146e+03 1.479859380e+03
3.736484508e-02 1.190900049e+03 1.480849237e+03 1.485939533e+03
3.744039890e-02 1.195846163e+03 1.487514259e+03 1.492033037e+03
3.751596003e-02 1.200803501e+03 1.494197233e+03 1.498139900e+03
3.759152970e-02 1.205772147e+03 1.500898284e+03 1.504260225e+03
3.766710897e-02 1.210752180e+03 1.507617528e+03 1.510394105e+03
3.774269557e-02 1.215743456e+03 1.514354781e+03 1.516541362e+03
3.781828950e-02 1.220745980e+03 1.521110063e+03 1.522702000e+03
3.789389164e-02 1.225759817e+03 1.527883470e+03 1.528876097e+03
3.796950372e-02 1.230785090e+03 1.534675180e+03 1.535063802e+03
3.804512314e-02 1.235821632e+03 1.541484976e+03 1.541264907e+03
3.812074989e-02 1.240869449e+03 1.548312879e+03 1.547479416e+03
3.819638450e-02 1.245928581e+03 1.555158953e+03 1.553707380e+03
3.827202942e-02 1.250999200e+03 1.562023440e+03 1.559949006e+03
3.834768169e-02 1.256081114e+03 1.568906093e+03 1.566204055e+03
3.842334130e-02 1.261174328e+03 1.575806928e+03 1.572472533e+03
3.849900839e-02 1.266278860e+03 1.582725979e+03 1.578754457e+03
3.857468618e-02 1.271394931e+03 1.589663558e+03 1.585050100e+03
3.865037132e-02 1.276522322e+03 1.596619379e+03 1.591359190e+03
3.872606381e-02 1.281661041e+03 1.603593460e+03 1.597681732e+03
3.880176366e-02 1.286811092e+03 1.610585822e+03 1.604017733e+03
3.887747409e-02 1.291972704e+03 1.617596781e+03 1.610367469e+03
3.895319214e-02 1.297145679e+03 1.624626083e+03 1.616730697e+03
3.902891755e-02 1.302330007e+03 1.631673723e+03 1.623107401e+03
3.910465032e-02 1.307525695e+03 1.638739721e+03 1.629497587e+03
3.918039326e-02 1.312732942e+03 1.645824358e+03 1.635901498e+03
3.925614424e-02 1.317951607e+03 1.652927454e+03 1.642318960e+03
3.933190259e-02 1.323181652e+03 1.660048966e+03 1.648749922e+03
3.940766831e-02 1.328423082e+03 1.667188913e+03 1.655194390e+03
3.948344378e-02 1.333676069e+03 1.674347538e+03 1.661652572e+03
3.955922772e-02 1.338940531e+03 1.681524741e+03 1.668124365e+03
3.963501905e-02 1.344216398e+03 1.688720438e+03 1.674609682e+03
3.971081775e-02 1.349503677e+03 1.695934647e+03 1.681108529e+03
3.978662575e-02 1.354802509e+03 1.703167571e+03 1.687621076e+03
3.986244269e-02 1.360112874e+03 1.710419194e+03 1.694147297e+03
3.993826701e-02 1.365434670e+03 1.717689388e+03 1.700687066e+03
4.001409873e-02 1.370767905e+03 1.724978173e+03 1.707240389e+03
4.008993928e-02 1.376112686e+03 1.732285705e+03 1.713807396e+03
4.016578924e-02 1.381469061e+03 1.739612061e+03 1.720388143e+03
4.024164659e-02 1.386836894e+03 1.746957066e+03 1.726982462e+03
4.031751135e-02 1.392216191e+03 1.754320739e+03 1.733590358e+03
4.039338445e-02 1.397607027e+03 1.761703191e+03 1.740211919e+03
4.046926746e-02 1.403009518e+03 1.769104593e+03 1.746847289e+03
4.054515788e-02 1.408423494e+03 1.776524722e+03 1.753496254e+03
4.062105571e-02 1.413848961e+03 1.783963596e+03 1.760158821e+03
4.069696138e-02 1.419285957e+03 1.791421278e+03 1.766835033e+03
4.077287747e-02 1.424734672e+03 1.798898040e+03 1.773525123e+03
4.084880098e-02 1.430194899e+03 1.806393606e+03 1.780228832e+03
4.092473191e-02 1.435666643e+03 1.813907995e+03 1.786946166e+03
4.100067025e-02 1.441149910e+03 1.821441226e+03 1.793677132e+03
4.107661936e-02 1.446644950e+03 1.828993651e+03 1.800422031e+03
4.115257599e-02 1.452151535e+03 1.836564967e+03 1.807180582e+03
4.122854005e-02 1.457669663e+03 1.844155184e+03 1.813952782e+03
4.130451153e-02 1.463199341e+03 1.851764321e+03 1.820738637e+03
4.138049323e-02 1.468740780e+03 1.859392677e+03 1.827538402e+03
4.145648301e-02 1.474293830e+03 1.867040057e+03 1.834351893e+03
4.153248022e-02 1.479858450e+03 1.874706416e+03 1.841179056e+03
4.160848487e-02 1.485434647e+03 1.882391772e+03 1.848019899e+03
4.168449918e-02 1.491022590e+03 1.890096369e+03 1.854874626e+03
4.176052214e-02 1.496622213e+03 1.897820126e+03 1.861743153e+03
4.183655254e-02 1.502233433e+03 1.905562940e+03 1.868625378e+03
4.191259038e-02 1.507856257e+03 1.913324828e+03 1.875521305e+03
4.198863730e-02 1.513490811e+03 1.921105977e+03 1.882431089e+03
4.206469347e-02 1.519137115e+03 1.928906425e+03 1.889354752e+03
4.214075709e-02 1.524795043e+03 1.936726007e+03 1.896292136e+03
4.221682816e-02 1.530464601e+03 1.944564742e+03 1.903243247e+03
4.229290771e-02 1.536145871e+03 1.952422753e+03 1.910208183e+03
4.236899712e-02 1.541838965e+03 1.960300205e+03 1.917187079e+03
4.244509398e-02 1.547543709e+03 1.968196869e+03 1.924179720e+03
4.252119831e-02 1.553260109e+03 1.976112764e+03 1.931186112e+03
4.259731049e-02 1.558988202e+03 1.984047948e+03 1.938206297e+03
4.267343317e-02 1.564728194e+03 1.992002718e+03 1.945240524e+03
4.274956331e-02 1.570479862e+03 1.999976777e+03 1.952288521e+03
4.282570093e-02 1.576243214e+03 2.007970145e+03 1.959350292e+03
4.290184602e-02 1.582018256e+03 2.015982841e+03 1.966425845e+03
4.297800173e-02 1.587805234e+03 2.024015215e+03 1.973515478e+03
4.305416518e-02 1.593603935e+03 2.032066984e+03 1.980618928e+03
4.313033611e-02 1.599414347e+03 2.040138139e+03 1.987736178e+03
4.320651452e-02 1.605236476e+03 2.048228699e+03 1.994867233e+03
4.328270289e-02 1.611070518e+03 2.056338947e+03 2.002012331e+03
4.335889968e-02 1.616916361e+03 2.064468739e+03 2.009171334e+03
4.343510396e-02 1.622773942e+03 2.072617995e+03 2.016344161e+03
4.351131573e-02 1.628643266e+03 2.080786734e+03 2.023530817e+03
4.358753677e-02 1.634524479e+03 2.088975167e+03 2.030731476e+03
4.366376692e-02 1.640417573e+03 2.097183296e+03 2.037946130e+03
4.374000457e-02 1.646322431e+03 2.105410967e+03 2.045174632e+03
4.381624973e-02 1.652239061e+03 2.113658199e+03 2.052416987e+03
4.389250345e-02 1.658167550e+03 2.121925128e+03 2.059673304e+03
4.396876700e-02 1.664108005e+03 2.130211908e+03 2.066943708e+03
4.404503806e-02 1.670060250e+03 2.138518308e+03 2.074227983e+03
4.412131662e-02 1.676024294e+03 2.146844346e+03 2.081526137e+03
4.419760304e-02 1.682000168e+03 2.155190080e+03 2.088838207e+03
4.427390002e-02 1.687988092e+03 2.163555825e+03 2.096164460e+03
4.435020451e-02 1.693987834e+03 2.171941268e+03 2.103504609e+03
4.442651651e-02 1.699999401e+03 2.180346427e+03 2.110858659e+03
4.450283604e-02 1.706022798e+03 2.188771322e+03 2.118226618e+03
4.457916607e-02 1.712058269e+03 2.197216302e+03 2.125608779e+03
4.465550402e-02 1.718105618e+03 2.205681102e+03 2.133004900e+03
4.473184950e-02 1.724164818e+03 2.214165696e+03 2.140414947e+03
4.480820251e-02 1.730235876e+03 2.222670103e+03 2.147838927e+03
4.488456526e-02 1.736318974e+03 2.231194590e+03 2.155277060e+03
4.496093671e-02 1.742414039e+03 2.239739061e+03 2.162729252e+03
4.503731569e-02 1.748520982e+03 2.248303404e+03 2.170195394e+03
4.511370221e-02 1.754639810e+03 2.256887639e+03 2.177675494e+03
4.519009769e-02 1.760770644e+03 2.265491944e+03 2.185169695e+03
4.526650266e-02 1.766913534e+03 2.274116400e+03 2.192678057e+03
4.534291518e-02 1.773068330e+03 2.282760807e+03 2.200200395e+03
4.541933524e-02 1.779235039e+03 2.291425182e+03 2.207736714e+03
4.549576345e-02 1.785413715e+03 2.300109616e+03 2.215287079e+03
4.557220198e-02 1.791604542e+03 2.308814372e+03 2.222851712e+03
4.564864806e-02 1.797807301e+03 2.317539156e+03 2.230430343e+03
4.572510169e-02 1.804022001e+03 2.326283987e+03 2.238022981e+03
4.580156288e-02 1.810248646e+03 2.335048885e+03 2.245629630e+03
4.587803476e-02 1.816487501e+03 2.343834229e+03 2.253250610e+03
4.595451443e-02 1.822738334e+03 2.352639705e+03 2.260885635e+03
4.603100167e-02 1.829001135e+03 2.361465307e+03 2.268534691e+03
4.610749647e-02 1.835275909e+03 2.370311052e+03 2.276197783e+03
4.618400112e-02 1.841562851e+03 2.379177227e+03 2.283875147e+03
4.626051441e-02 1.847861869e+03 2.388063709e+03 2.291566666e+03
4.633703527e-02 1.854172881e+03 2.396970395e+03 2.299272240e+03
4.641356371e-02 1.860495895e+03 2.405897303e+03 2.306991875e+03
4.649010114e-02 1.866831033e+03 2.414844618e+03 2.314725719e+03
4.656664809e-02 1.873178346e+03 2.423812421e+03 2.322473832e+03
4.664320261e-02 1.879537681e+03 2.432800506e+03 2.330236024e+03
4.671976472e-02 1.885909044e+03 2.441808891e+03 2.338012301e+03
4.679633493e-02 1.892292486e+03 2.450837658e+03 2.345802723e+03
4.687291556e-02 1.898688206e+03 2.459887096e+03 2.353607529e+03
4.694950377e-02 1.905095975e+03 2.468956895e+03 2.361426439e+03
4.702609958e-02 1.911515800e+03 2.478047071e+03 2.369259459e+03
4.710270298e-02 1.917947687e+03 2.487157645e+03 2.377106595e+03
4.717931693e-02 1.924391892e+03 2.496288988e+03 2.384968155e+03
4.725593886e-02 1.930848206e+03 2.505440815e+03 2.392843883e+03
4.733256840e-02 1.937316603e+03 2.514613097e+03 2.400733746e+03
4.740920554e-02 1.943797090e+03 2.523805856e+03 2.408637749e+03
4.748585230e-02 1.950289846e+03 2.533019352e+03 2.416556107e+03
4.756250798e-02 1.956794816e+03 2.542253521e+03 2.424488754e+03
4.763917128e-02 1.963311898e+03 2.551508225e+03 2.432435559e+03
4.771584218e-02 1.969841097e+03 2.560783482e+03 2.440396530e+03
4.779252177e-02 1.976382511e+03 2.570079442e+03 2.448371783e+03
4.786921123e-02 1.982936250e+03 2.579396269e+03 2.456361448e+03
4.794590832e-02 1.989502128e+03 2.588733708e+03 2.464365297e+03
4.802261302e-02 1.996080150e+03 2.598091780e+03 2.472383336e+03
4.809932544e-02 2.002670333e+03 2.607470513e+03 2.480415581e+03
4.817604871e-02 2.009272952e+03 2.616870313e+03 2.488462366e+03
4.825277961e-02 2.015887738e+03 2.626290803e+03 2.496523359e+03
4.832951814e-02 2.022514696e+03 2.635732003e+03 2.504598567e+03
4.840626431e-02 2.029153834e+03 2.645193932e+03 2.512687995e+03
4.848302053e-02 2.035805368e+03 2.654676908e+03 2.520791905e+03
4.855978527e-02 2.042469173e+03 2.664180764e+03 2.528910143e+03
4.863655766e-02 2.049145179e+03 2.673705408e+03 2.537042620e+03
4.871333769e-02 2.055833392e+03 2.683250858e+03 2.545189343e+03
4.879012677e-02 2.062533942e+03 2.692817311e+03 2.553350466e+03
4.886692539e-02 2.069246880e+03 2.702404847e+03 2.561526050e+03
4.894373167e-02 2.075972045e+03 2.712013249e+03 2.569715897e+03
4.902054559e-02 2.082709446e+03 2.721642537e+03 2.577920015e+03
4.909736754e-02 2.089459122e+03 2.731292776e+03 2.586138449e+03
4.917420008e-02 2.096221305e+03 2.740964308e+03 2.594371479e+03
4.925104027e-02 2.102995743e+03 2.750656784e+03 2.602618797e+03
4.932788812e-02 2.109782445e+03 2.760370223e+03 2.610880411e+03
4.940474363e-02 2.116581416e+03 2.770104645e+03 2.619156326e+03
4.948160942e-02 2.123392896e+03 2.779860402e+03 2.627446830e+03
4.955848356e-02 2.130216720e+03 2.789637267e+03 2.635751722e+03
4.963536536e-02 2.137052835e+03 2.799435173e+03 2.644070933e+03
4.971225484e-02 2.143901247e+03 2.809254141e+03 2.652404470e+03
4.978915353e-02 2.150762102e+03 2.819094386e+03 2.660752506e+03
4.986606165e-02 2.157635424e+03 2.828955955e+03 2.669115071e+03
4.994297744e-02 2.164521065e+03 2.838838644e+03 2.677491981e+03
5.001990090e-02 2.171419032e+03 2.848742471e+03 2.685883241e+03
5.009683250e-02 2.178329371e+03 2.858667515e+03 2.694288908e+03
5.017377463e-02 2.185252305e+03 2.868614104e+03 2.702709248e+03
5.025072443e-02 2.192187586e+03 2.878581890e+03 2.711143957e+03
5.032768192e-02 2.199135220e+03 2.888570894e+03 2.719593043e+03
5.040464711e-02 2.206095215e+03 2.898581133e+03 2.728056510e+03
5.048162260e-02 2.213067814e+03 2.908612970e+03 2.736534653e+03
5.055860645e-02 2.220052847e+03 2.918666170e+03 2.745027264e+03
5.063559800e-02 2.227050263e+03 2.928740664e+03 2.753534276e+03
5.071259724e-02 2.234060066e+03 2.938836474e+03 2.762055695e+03
5.078960567e-02 2.241082400e+03 2.948953811e+03 2.770591690e+03
5.086662360e-02 2.248117300e+03 2.959092739e+03 2.779142304e+03
5.094364923e-02 2.255164610e+03 2.969253040e+03 2.787707344e+03
5.102068257e-02 2.262224337e+03 2.979434734e+03 2.796286816e+03
5.109772394e-02 2.269296516e+03 2.989637883e+03 2.804880762e+03
5.117477597e-02 2.276381397e+03 2.999862855e+03 2.813489481e+03
5.125183572e-02 2.283478715e+03 3.010109278e+03 2.822112651e+03
5.132890318e-02 2.290588479e+03 3.020377172e+03 2.830750278e+03
5.140597836e-02 2.297710693e+03 3.030666557e+03 2.839402368e+03
5.148306367e-02 2.304845590e+03 3.040977774e+03 2.848069198e+03
5.156015756e-02 2.311993031e+03 3.051310635e+03 2.856750600e+03
5.163725918e-02 2.319152945e+03 3.061665045e+03 2.865446484e+03
5.171436852e-02 2.326325339e+03 3.072041024e+03 2.874156855e+03
5.179148680e-02 2.333510332e+03 3.082438754e+03 2.882881859e+03
5.186861487e-02 2.340708010e+03 3.092858368e+03 2.891621595e+03
5.194575066e-02 2.347918189e+03 3.103299610e+03 2.900375838e+03
5.202289420e-02 2.355140877e+03 3.113762499e+03 2.909144594e+03
5.210004547e-02 2.362376079e+03 3.124247053e+03 2.917927869e+03
5.217720773e-02 2.369624108e+03 3.134753736e+03 2.926726041e+03
5.225437774e-02 2.376884667e+03 3.145282125e+03 2.935538745e+03
