# number of detected SNeIa per unit of redshift interval 
#  z_random 	 dn_dz_Graur
1.096705232e+00 0.000000000e+00
1.097683686e+00 0.000000000e+00
1.099327473e+00 0.000000000e+00
1.099693532e+00 0.000000000e+00
1.099993206e+00 0.000000000e+00
1.101585140e+00 0.000000000e+00
1.101606077e+00 0.000000000e+00
1.101753389e+00 0.000000000e+00
1.105507804e+00 0.000000000e+00
1.107591088e+00 0.000000000e+00
1.111914105e+00 0.000000000e+00
1.112023845e+00 0.000000000e+00
1.114423902e+00 0.000000000e+00
1.117640846e+00 0.000000000e+00
1.118201504e+00 0.000000000e+00
1.118629891e+00 0.000000000e+00
1.122044602e+00 0.000000000e+00
1.122226425e+00 0.000000000e+00
1.122319229e+00 0.000000000e+00
1.124356617e+00 0.000000000e+00
1.126655135e+00 0.000000000e+00
1.126702948e+00 0.000000000e+00
1.127463574e+00 0.000000000e+00
1.128702185e+00 0.000000000e+00
1.128737213e+00 0.000000000e+00
1.129083053e+00 0.000000000e+00
1.129317593e+00 0.000000000e+00
1.129320536e+00 0.000000000e+00
1.130081478e+00 0.000000000e+00
1.131289275e+00 0.000000000e+00
1.132852446e+00 0.000000000e+00
1.133205978e+00 0.000000000e+00
1.134086040e+00 0.000000000e+00
1.139333107e+00 0.000000000e+00
1.141065357e+00 0.000000000e+00
1.142442716e+00 0.000000000e+00
1.146672061e+00 0.000000000e+00
1.147902687e+00 0.000000000e+00
1.150198554e+00 0.000000000e+00
1.151201872e+00 0.000000000e+00
1.151767977e+00 0.000000000e+00
1.152015252e+00 0.000000000e+00
1.154933978e+00 0.000000000e+00
1.156627104e+00 0.000000000e+00
1.160276583e+00 0.000000000e+00
1.160539850e+00 0.000000000e+00
1.161016272e+00 0.000000000e+00
1.163319675e+00 0.000000000e+00
1.164813401e+00 0.000000000e+00
1.167066138e+00 0.000000000e+00
1.169381410e+00 0.000000000e+00
1.172508780e+00 0.000000000e+00
1.174718528e+00 0.000000000e+00
1.178435930e+00 0.000000000e+00
1.179239107e+00 0.000000000e+00
1.179665097e+00 0.000000000e+00
1.180350115e+00 0.000000000e+00
1.181302436e+00 0.000000000e+00
1.182412318e+00 0.000000000e+00
1.182955686e+00 0.000000000e+00
1.185207878e+00 0.000000000e+00
1.185826587e+00 0.000000000e+00
1.186125369e+00 0.000000000e+00
1.188166162e+00 0.000000000e+00
1.188701217e+00 0.000000000e+00
1.189346709e+00 0.000000000e+00
1.191653483e+00 0.000000000e+00
1.192244131e+00 0.000000000e+00
1.193204055e+00 0.000000000e+00
1.193664183e+00 0.000000000e+00
1.193813508e+00 0.000000000e+00
1.194557391e+00 0.000000000e+00
1.196777084e+00 0.000000000e+00
